,_id,ep_id,team,league,int_gp,int_g,int_a,int_pim,int_pm
0,5e0a6b62b796e999afd8b3f2,24322,USA U18,WJC-18,4,0,0,0,1
1,5e0a6b62b796e999afd8b3f3,24322,USA U17,WHC-17,6,0,2,-,
2,5e0a6b62b796e999afd8b3f4,24322,USA U18,WJC-18,6,0,0,0,1
3,5e0a6b66b796e999afd8b42f,101633,Canada Western U17,WHC-17,5,2,0,6,
4,5e0a6b73b796e999afd8b4c0,159029,Russia U20,WJC-20,7,0,3,6,-2
5,5e0a6b73b796e999afd8b4c1,159029,Russia U20 (all),International-Jr,13,1,3,12,
6,5e0a6b7cb796e999afd8b51c,41098,Czech Republic U18,WJC-18,6,1,1,0,-1
7,5e0a6b7cb796e999afd8b51d,41098,Czech Republic U18 (all),International-Jr,6,1,1,0,
8,5e0a6b7cb796e999afd8b51e,41098,"Czech Republic U20 
“A”",WJC-20,6,1,2,4,1
9,5e0a6b7cb796e999afd8b51f,41098,Czech Republic U20 (all),International-Jr,9,1,4,6,1
10,5e0a6b7cb796e999afd8b520,41098,Czech Republic (all),International,2,0,0,0,0
11,5e0a6b83b796e999afd8b560,15382,Canada Ontario U17,WHC-17,6,0,0,0,
12,5e0a6b87b796e999afd8b5b7,8526,Canada Western U17,WJC-17,6,3,6,14,
13,5e0a6b87b796e999afd8b5b8,8526,"Canada U18 
“A”",WJC-18,7,2,2,10,6
14,5e0a6b87b796e999afd8b5b9,8526,Canada U20,WJC-20,6,3,3,4,3
15,5e0a6b87b796e999afd8b5ba,8526,Canada U20,WJC-20,6,3,9,8,14
16,5e0a6b87b796e999afd8b5bb,8526,Canada,WC,9,3,11,10,10
17,5e0a6b87b796e999afd8b5bc,8526,Canada,OG,7,3,4,2,2
18,5e0a6b87b796e999afd8b5bd,8526,"Canada 
“C”",WC,8,2,7,27,6
19,5e0a6b87b796e999afd8b5be,8526,Canada,OG,6,1,2,4,3
20,5e0a6b87b796e999afd8b5bf,8526,Canada,WCup,5,0,3,4,0
21,5e0a6b95b796e999afd8b67e,9346,"Canada Ontario U17 
“C”",WHC-17,6,5,6,2,
22,5e0a6b95b796e999afd8b67f,9346,Canada U18,WJC-18,7,0,0,14,0
23,5e0a6b97b796e999afd8b6a9,9470,Canada Pacific U17,WHC-17,6,0,2,6,
24,5e0a6b97b796e999afd8b6aa,9470,Canada U18,WJC-18,7,1,1,0,5
25,5e0a6b97b796e999afd8b6ab,9470,Canada U20,WJC-20,6,0,1,0,8
26,5e0a6b97b796e999afd8b6ac,9470,Canada U20,WJC-20,6,1,0,6,9
27,5e0a6b9cb796e999afd8b6e1,10157,"Canada Ontario U17 
“A”",WHC-17,6,3,4,4,
28,5e0a6b9cb796e999afd8b6e2,10157,Canada,WC,9,0,2,0,-2
29,5e0a6b9cb796e999afd8b6e3,10157,Canada,WC,8,1,2,4,5
30,5e0a6ba2b796e999afd8b735,8610,Czech Republic U18,WJC-18,6,1,3,8,1
31,5e0a6ba2b796e999afd8b736,8610,Czech Republic U20,WJC-20,7,0,0,4,0
32,5e0a6ba2b796e999afd8b737,8610,Czech Republic U20 (all),International-Jr,10,0,0,4,
33,5e0a6ba2b796e999afd8b738,8610,Czech Republic (all),International,2,0,0,10,
34,5e0a6ba2b796e999afd8b739,8610,Czech Republic,WC,6,1,0,4,0
35,5e0a6ba2b796e999afd8b73a,8610,Czech Republic (all),International,20,2,1,14,
36,5e0a6ba2b796e999afd8b73b,8610,Czech Republic (all),International,15,0,3,6,-4
37,5e0a6ba2b796e999afd8b73c,8610,Czech Republic,WC,9,0,0,8,4
38,5e0a6ba2b796e999afd8b73d,8610,Czech Republic (all),International,22,0,0,20,0
39,5e0a6ba2b796e999afd8b73e,8610,Czech Republic (all),International,10,1,1,16,1
40,5e0a6ba2b796e999afd8b73f,8610,Czech Republic (all),International,8,1,0,4,3
41,5e0a6bb7b796e999afd8b819,12230,Ukraine,WC,6,2,0,2,-1
42,5e0a6bb7b796e999afd8b81a,12230,Ukraine,OGQ,3,0,0,0,-1
43,5e0a6bb7b796e999afd8b81b,12230,Ukraine,WC D1,5,1,1,0,4
44,5e0a6bb7b796e999afd8b81c,12230,Ukraine,WC D1,5,3,9,2,7
45,5e0a6bb7b796e999afd8b81d,12230,Ukraine,WC D1,5,1,3,0,-2
46,5e0a6bb7b796e999afd8b81e,12230,Ukraine,WC D1A,5,1,0,2,-2
47,5e0a6bb7b796e999afd8b81f,12230,Ukraine,OGQ,6,2,1,0,3
48,5e0a6bb7b796e999afd8b820,12230,Ukraine,WC D1B,5,3,1,0,6
49,5e0a6bb7b796e999afd8b821,12230,Ukraine,WC D1A,4,2,2,6,2
50,5e0a6bb7b796e999afd8b822,12230,"Ukraine 
“A”",WC D1A,5,1,2,0,-2
51,5e0a6bb7b796e999afd8b823,12230,Ukraine,OGQ,3,1,2,0,4
52,5e0a6bb7b796e999afd8b824,12230,Ukraine,WC D1B,5,2,2,2,-1
53,5e0a6bb7b796e999afd8b825,12230,"Ukraine 
“A”",WC D1B,5,1,3,4,1
54,5e0a6bb7b796e999afd8b826,12230,"Ukraine 
“C”",WC D1B,5,2,5,4,3
55,5e0a6bbab796e999afd8b83e,3575,Great Britain,OGQ,3,0,0,6,-5
56,5e0a6bd0b796e999afd8b95e,10352,Canada Western U17,WHC-17,5,0,1,20,
57,5e0a6bd3b796e999afd8b984,8818,Canada U20,WJC-20,6,1,4,0,0
58,5e0a6bdab796e999afd8b9cc,10434,Canada Western U17,WHC-17,5,1,2,2,
59,5e0a6bdeb796e999afd8b9fb,11011,Czech Republic U17 (all),International-Jr,12,0,0,0,
60,5e0a6bdeb796e999afd8b9fc,11011,Czech Republic U18 (all),International-Jr,1,0,0,0,
61,5e0a6bdeb796e999afd8b9fd,11011,Czech Republic U20 (all),International-Jr,3,1,0,12,
62,5e0a6bdeb796e999afd8b9fe,11011,Czech Republic U20,WJC-20,7,0,0,2,0
63,5e0a6bdeb796e999afd8b9ff,11011,Czech Republic U20 (all),International-Jr,10,0,1,2,
64,5e0a6bdeb796e999afd8ba00,11011,Czech Republic (all),International,8,1,1,12,-5
65,5e0a6be5b796e999afd8ba3c,322178,Canada Red U17,WHC-17,5,1,5,2,
66,5e0a6be5b796e999afd8ba3d,322178,"Canada U18 
“C”",WJC-18,7,6,4,4,9
67,5e0a6be7b796e999afd8ba4b,56705,Canada Western U17,WHC-17,5,1,1,2,
68,5e0a6bebb796e999afd8ba7c,9641,Slovakia U18,WJC-18,6,0,5,4,-1
69,5e0a6bebb796e999afd8ba7d,9641,Slovakia U20,WJC-20,7,3,3,4,1
70,5e0a6bebb796e999afd8ba7e,9641,Slovakia (all),International,3,0,0,-,
71,5e0a6bebb796e999afd8ba7f,9641,Slovakia (all),International,3,0,0,-,
72,5e0a6beeb796e999afd8baaf,9510,Canada Atlantic U17,WHC-17,4,1,3,-,
73,5e0a6beeb796e999afd8bab0,9510,Canada U18,Nations Cup,5,0,3,2,
74,5e0a6beeb796e999afd8bab1,9510,Canada U20,WJC-20,6,0,0,2,0
75,5e0a6beeb796e999afd8bab2,9510,"Canada U20 
“C”",WJC-20,6,4,0,2,1
76,5e0a6bf3b796e999afd8badf,232712,"Canada White U17 
“A”",WHC-17,5,2,1,4,
77,5e0a6bf3b796e999afd8bae0,232712,Canada U18,WJC-18,3,2,1,0,0
78,5e0a6bf3b796e999afd8bae1,232712,Canada U18,WJC-18,6,5,3,8,2
79,5e0a6bf3b796e999afd8bae2,232712,Canada U20,WJC-20,7,3,4,4,9
80,5e0a6bf9b796e999afd8bb28,9244,Slovakia U18,WJC-18,7,1,0,34,-1
81,5e0a6bf9b796e999afd8bb29,9244,Slovakia U18,WJC-18,6,0,3,26,5
82,5e0a6bf9b796e999afd8bb2a,9244,Slovakia U20,WJC-20,6,0,1,20,0
83,5e0a6bf9b796e999afd8bb2b,9244,Slovakia U20,WJC-20,6,1,5,32,2
84,5e0a6bf9b796e999afd8bb2c,9244,Slovakia,WC,6,0,0,16,-6
85,5e0a6bf9b796e999afd8bb2d,9244,Slovakia (all),International,6,0,0,16,-6
86,5e0a6bf9b796e999afd8bb2e,9244,Slovakia (all),International,5,1,0,18,-4
87,5e0a6c08b796e999afd8bbdc,9516,Canada Pacific U17,WHC-17,5,2,1,4,
88,5e0a6c08b796e999afd8bbdd,9516,Canada U20,WJC-20,6,1,1,0,2
89,5e0a6c11b796e999afd8bc20,4681,Finland U16 (all),International-Jr,6,1,2,0,
90,5e0a6c11b796e999afd8bc21,4681,Finland U17 (all),International-Jr,6,0,1,10,
91,5e0a6c11b796e999afd8bc22,4681,Finland U20,WJC-20,6,0,0,24,-2
92,5e0a6c11b796e999afd8bc23,4681,Finland (all),International,8,2,4,4,3
93,5e0a6c14b796e999afd8bc39,201368,Canada Black U17,WHC-17,5,0,0,0,
94,5e0a6c1bb796e999afd8bc65,428849,Finland U16 (all),International-Jr,1,0,0,0,
95,5e0a6c1bb796e999afd8bc66,428849,Finland U17 (all),International-Jr,3,0,2,0,
96,5e0a6c30b796e999afd8bd72,51853,Canada Western U17,WHC-17,5,4,1,2,
97,5e0a6c3ab796e999afd8be0c,11490,Great Britain,WC D1A,5,1,0,6,-1
98,5e0a6c4ab796e999afd8be96,166425,Slovakia U17,WHC-17,5,0,0,4,
99,5e0a6c4ab796e999afd8be97,166425,Slovakia U17 (all),International-Jr,3,0,0,2,
100,5e0a6c4ab796e999afd8be98,166425,Slovakia U18,WJC-18,5,1,0,8,-1
101,5e0a6c4ab796e999afd8be99,166425,Slovakia U18 (all),International-Jr,11,0,4,35,
102,5e0a6c4ab796e999afd8be9a,166425,Slovakia U20,WJC-20,5,1,0,0,-1
103,5e0a6c4ab796e999afd8be9b,166425,Slovakia (all),International,2,0,0,2,0
104,5e0a6c58b796e999afd8bf30,59476,Russia U20,WJC-20,7,0,0,6,-2
105,5e0a6c5ab796e999afd8bf5c,10426,Canada Ontario U17,WHC-17,6,4,4,4,
106,5e0a6c5ab796e999afd8bf5d,10426,Canada U20,WJC-20,6,1,1,14,1
107,5e0a6c63b796e999afd8bfb2,4131,Finland U16 (all),International-Jr,6,0,0,2,
108,5e0a6c63b796e999afd8bfb3,4131,Finland U17 (all),International-Jr,13,4,4,0,
109,5e0a6c63b796e999afd8bfb4,4131,Finland U20,WJC-20,6,1,0,0,1
110,5e0a6c63b796e999afd8bfb5,4131,Finland U20,WJC-20,7,4,2,4,3
111,5e0a6c6cb796e999afd8c000,199564,Czech Republic U16 (all),International-Jr,16,8,10,16,5
112,5e0a6c6cb796e999afd8c001,199564,Czech Republic U17 (all),International-Jr,7,6,1,6,0
113,5e0a6c6cb796e999afd8c002,199564,Czech Republic U18,WJC-18,7,2,5,2,3
114,5e0a6c6cb796e999afd8c003,199564,Czech Republic U18 (all),International-Jr,20,8,9,4,2
115,5e0a6c6cb796e999afd8c004,199564,"Czech Republic U18 
“A”",WJC-18,5,1,4,0,3
116,5e0a6c6cb796e999afd8c005,199564,Czech Republic U18 (all),International-Jr,12,3,10,4,3
117,5e0a6c6cb796e999afd8c006,199564,Czech Republic U20,WJC-20,5,0,1,2,2
118,5e0a6c6cb796e999afd8c007,199564,Czech Republic U20 (all),International-Jr,5,0,1,2,2
119,5e0a6c6cb796e999afd8c008,199564,Czech Republic U20,WJC-20,5,2,3,0,0
120,5e0a6c6cb796e999afd8c009,199564,Czech Republic U20 (all),International-Jr,11,2,5,0,
121,5e0a6c6cb796e999afd8c00a,199564,Czech Republic U20,WJC-20,5,1,2,2,1
122,5e0a6c6cb796e999afd8c00b,199564,Czech Republic U20 (all),International-Jr,7,1,3,2,0
123,5e0a6c6eb796e999afd8c031,23790,Canada,WC,8,1,0,0,3
124,5e0a6c76b796e999afd8c092,201715,Canada Red U17,WHC-17,2,2,1,0,
125,5e0a6c7cb796e999afd8c0ce,56385,Canada Ontario U17,WHC-17,6,0,1,19,
126,5e0a6c7eb796e999afd8c0d4,9624,"Czech Republic U18 
“C”",WJC-18,7,1,0,8,4
127,5e0a6c7eb796e999afd8c0d5,9624,Czech Republic U20,WJC-20,6,0,3,8,-1
128,5e0a6c81b796e999afd8c108,120198,Canada Pacific U17,WHC-17,5,2,1,8,
129,5e0a6c81b796e999afd8c109,120198,Canada U18,WJC-18,7,1,1,0,4
130,5e0a6c88b796e999afd8c15d,11640,Canada Pacific U17,WHC-17,6,0,7,6,
131,5e0a6c88b796e999afd8c15e,11640,Hungary,WC,7,0,0,8,-6
132,5e0a6c88b796e999afd8c15f,11640,Hungary (all),International,12,0,2,14,
133,5e0a6c88b796e999afd8c160,11640,Hungary (all),International,4,1,1,0,4
134,5e0a6c88b796e999afd8c161,11640,Hungary (all),International,2,0,0,0,1
135,5e0a6c8db796e999afd8c19c,37266,Canada Pacific U17,WHC-17,5,0,1,6,
136,5e0a6c8fb796e999afd8c1ca,51702,Canada U18,WJC-18,7,0,1,10,-1
137,5e0a6c9ab796e999afd8c24e,23159,Canada Western U17,WHC-17,6,6,6,4,
138,5e0a6ca3b796e999afd8c2b9,395155,Russia U17,WHC-17,6,0,0,4,
139,5e0a6ca3b796e999afd8c2ba,395155,Russia U18 (all),International-Jr,5,0,0,2,
140,5e0a6ca7b796e999afd8c30f,11320,Italy (all),International,3,0,0,0,
141,5e0a6cacb796e999afd8c332,211282,Denmark U16 (all),International-Jr,7,5,2,4,
142,5e0a6cacb796e999afd8c333,211282,Denmark U17 (all),International-Jr,3,0,1,0,
143,5e0a6cacb796e999afd8c334,211282,Denmark U18,WJC-18 D1A,4,0,0,0,1
144,5e0a6cacb796e999afd8c335,211282,Denmark U18 (all),International-Jr,5,0,0,0,
145,5e0a6cacb796e999afd8c336,211282,Denmark U18,WJC-18,7,4,2,2,-11
146,5e0a6cacb796e999afd8c337,211282,Denmark U18 (all),International-Jr,14,12,3,4,
147,5e0a6cacb796e999afd8c338,211282,Denmark U20,WJC-20,5,3,1,0,-1
148,5e0a6cacb796e999afd8c339,211282,Denmark U20 (all),International-Jr,8,3,1,0,
149,5e0a6cacb796e999afd8c33a,211282,Denmark U20,WJC-20,6,3,3,4,0
150,5e0a6cacb796e999afd8c33b,211282,Denmark U20 (all),International-Jr,9,4,3,4,
151,5e0a6cb8b796e999afd8c3ab,8569,Canada U20,WJC-20,7,0,2,6,3
152,5e0a6cb8b796e999afd8c3ac,8569,Canada U20,WJC-20,7,0,1,2,7
153,5e0a6cbab796e999afd8c3ba,312680,Russia U17,WHC-17,6,3,0,2,
154,5e0a6cbab796e999afd8c3bb,312680,Russia U17 (all),International-Jr,7,3,0,2,
155,5e0a6cbcb796e999afd8c3cd,37168,Canada Pacific U17,WHC-17,6,1,0,6,
156,5e0a6cc0b796e999afd8c41e,9468,Canada U18,WJC-18,7,2,2,33,4
157,5e0a6cc3b796e999afd8c44e,12561,Canada Western U17,WHC-17,5,0,1,2,
158,5e0a6cc3b796e999afd8c44f,12561,Canada U20,WJC-20,6,0,1,2,5
159,5e0a6cc7b796e999afd8c47c,120210,"Canada Pacific U17 
“C”",WHC-17,5,1,5,2,
160,5e0a6cc7b796e999afd8c47d,120210,Canada U18,WJC-18,7,1,3,10,3
161,5e0a6cc7b796e999afd8c47e,120210,Canada U20,WJC-20,7,0,3,2,3
162,5e0a6cc7b796e999afd8c47f,120210,"Canada U20 
“A”",WJC-20,5,1,2,4,0
163,5e0a6cc9b796e999afd8c4a1,11099,Canada Pacific U17,WHC-17,6,3,5,14,
164,5e0a6ccbb796e999afd8c4a9,25265,"Finland U16 (all) 
“C”",International-Jr,13,0,4,10,
165,5e0a6ccbb796e999afd8c4aa,25265,Finland U17 (all),International-Jr,7,0,3,8,
166,5e0a6ccbb796e999afd8c4ab,25265,Finland U17,WHC-17,5,0,2,2,
167,5e0a6ccbb796e999afd8c4ac,25265,"Finland U17 (all) 
“C”",International-Jr,14,0,10,2,
168,5e0a6ccbb796e999afd8c4ad,25265,"Finland U18 (all) 
“A”",International-Jr,4,0,0,8,-1
169,5e0a6ccbb796e999afd8c4ae,25265,Finland U20 (all),International-Jr,4,0,0,0,
170,5e0a6ccbb796e999afd8c4af,25265,Finland U20 (all),International-Jr,6,1,2,0,-3
171,5e0a6ccdb796e999afd8c4c5,201274,"Canada Red U17 
“C”",WHC-17,5,0,5,6,
172,5e0a6cd4b796e999afd8c4f3,316737,Denmark U16 (all),International-Jr,7,5,7,2,
173,5e0a6cd4b796e999afd8c4f4,316737,Denmark U18,WJC-18 D1A,5,1,0,0,-5
174,5e0a6cd4b796e999afd8c4f5,316737,Denmark U18 (all),International-Jr,9,1,0,0,
175,5e0a6cd4b796e999afd8c4f6,316737,"Denmark U18 
“C”",WJC-18 D1A,5,4,2,6,0
176,5e0a6cd4b796e999afd8c4f7,316737,"Denmark U18 (all) 
“C”",International-Jr,11,7,3,8,
177,5e0a6cd4b796e999afd8c4f8,316737,Denmark U20,WJC-20,6,1,0,2,-4
178,5e0a6cd4b796e999afd8c4f9,316737,Denmark U20 (all),International-Jr,10,2,0,2,
179,5e0a6cd4b796e999afd8c4fa,316737,Denmark U20,WJC-20,6,0,1,2,-6
180,5e0a6cd4b796e999afd8c4fb,316737,Denmark U20 (all),International-Jr,9,1,2,2,
181,5e0a6cd4b796e999afd8c4fc,316737,"Denmark U20 
“C”",WJC-20 D1A,5,2,3,8,0
182,5e0a6cd6b796e999afd8c532,9477,Canada Western U17,WHC-17,6,0,0,2,
183,5e0a6cd6b796e999afd8c533,9477,Canada Western U17,WHC-17,5,0,7,0,
184,5e0a6cd6b796e999afd8c534,9477,"Canada U18 
“C”",WJC-18,7,0,0,12,4
185,5e0a6cd6b796e999afd8c535,9477,Canada U20,WJC-20,6,2,1,2,5
186,5e0a6cd6b796e999afd8c536,9477,Canada U20,WJC-20,6,0,2,8,8
187,5e0a6cd6b796e999afd8c537,9477,Canada,WC,5,0,1,4,0
188,5e0a6cd6b796e999afd8c538,9477,Canada,WC,8,0,0,8,-4
189,5e0a6cdbb796e999afd8c56f,199398,Canada Pacific U17,WHC-17,6,0,2,4,
190,5e0a6cdeb796e999afd8c58d,17679,Switzerland U16 (all),International-Jr,12,10,4,6,
191,5e0a6cdeb796e999afd8c58e,17679,Switzerland U17 (all),International-Jr,3,0,1,0,
192,5e0a6cdeb796e999afd8c58f,17679,Switzerland U18,WJC-18,6,1,1,2,-2
193,5e0a6cdeb796e999afd8c590,17679,Switzerland U18 (all),International-Jr,7,1,1,2,
194,5e0a6cdeb796e999afd8c591,17679,Switzerland U18,WJC-18,6,3,3,16,-2
195,5e0a6cdeb796e999afd8c592,17679,Switzerland U18 (all),International-Jr,26,19,12,52,
196,5e0a6cdeb796e999afd8c593,17679,Switzerland U18 (all),International-Jr,7,3,7,8,
197,5e0a6cdeb796e999afd8c594,17679,Switzerland U20,WJC-20,7,6,4,10,-2
198,5e0a6cdeb796e999afd8c595,17679,Switzerland U20 (all),International-Jr,13,11,6,14,
199,5e0a6cdeb796e999afd8c596,17679,Switzerland,WC,4,0,0,4,0
200,5e0a6cdeb796e999afd8c597,17679,Switzerland (all),International,7,0,0,4,
201,5e0a6cdeb796e999afd8c598,17679,"Switzerland U20 
“C”",WJC-20,6,2,2,12,-1
202,5e0a6cdeb796e999afd8c599,17679,Switzerland U20 (all),International-Jr,14,4,6,24,
203,5e0a6cdeb796e999afd8c59a,17679,Switzerland,WC,6,0,0,2,-5
204,5e0a6cdeb796e999afd8c59b,17679,Switzerland (all),International,10,2,0,2,
205,5e0a6cdeb796e999afd8c59c,17679,Switzerland,WC,10,5,3,2,3
206,5e0a6cdeb796e999afd8c59d,17679,Switzerland (all),International,10,5,3,2,3
207,5e0a6cdeb796e999afd8c59e,17679,Switzerland,OG,4,0,0,2,2
208,5e0a6cdeb796e999afd8c59f,17679,Switzerland (all),International,4,0,0,2,2
209,5e0a6cdeb796e999afd8c5a0,17679,Switzerland,WC,7,3,3,2,6
210,5e0a6cdeb796e999afd8c5a1,17679,Switzerland (all),International,8,3,3,4,5
211,5e0a6cdeb796e999afd8c5a2,17679,Team Europe,WCup,6,0,1,2,1
212,5e0a6cdeb796e999afd8c5a3,17679,"Switzerland 
“A”",WC,10,4,5,10,6
213,5e0a6cdeb796e999afd8c5a4,17679,"Switzerland (all) 
“A”",International,10,4,5,10,6
214,5e0a6cdeb796e999afd8c5a5,17679,Switzerland,WC,2,1,1,0,-1
215,5e0a6cdeb796e999afd8c5a6,17679,Switzerland (all),International,2,1,1,0,-1
216,5e0a6cebb796e999afd8c649,12043,Canada Pacific U17,WHC-17,5,0,3,0,
217,5e0a6cf4b796e999afd8c6b3,51708,Canada Pacific U17,WHC-17,6,3,5,14,
218,5e0a6cf4b796e999afd8c6b4,51708,Canada U18,WJC-18,7,0,7,2,7
219,5e0a6cfbb796e999afd8c6e8,80319,Canada Atlantic U17,WHC-17,-,-,-,-,
220,5e0a6d07b796e999afd8c765,11705,Canada Western U17,WHC-17,6,0,3,7,
221,5e0a6d07b796e999afd8c766,11705,Hungary,WC D1A,5,2,0,2,-3
222,5e0a6d07b796e999afd8c767,11705,Hungary (all),International,8,2,1,2,
223,5e0a6d07b796e999afd8c768,11705,Hungary (all),International,4,1,0,0,1
224,5e0a6d0eb796e999afd8c7ae,2368,Denmark U18,WJC-18 D1,4,0,0,2,-5
225,5e0a6d0eb796e999afd8c7af,2368,Denmark U18,WJC-18 D1,5,2,5,14,6
226,5e0a6d0eb796e999afd8c7b0,2368,Denmark U18,WJC-18,6,3,4,32,3
227,5e0a6d0eb796e999afd8c7b1,2368,Denmark U20,WJC-20 D1,3,0,1,12,-1
228,5e0a6d0eb796e999afd8c7b2,2368,Denmark U20,WJC-20 D1,5,4,1,8,-1
229,5e0a6d0eb796e999afd8c7b3,2368,Denmark,OGQ,3,0,1,4,2
230,5e0a6d0eb796e999afd8c7b4,2368,Denmark,WC,4,0,0,2,-2
231,5e0a6d0eb796e999afd8c7b5,2368,Denmark U20,WJC-20 D1,4,3,1,16,3
232,5e0a6d0eb796e999afd8c7b6,2368,Denmark,WC,6,2,0,6,-3
233,5e0a6d0eb796e999afd8c7b7,2368,Denmark,WC,6,2,2,0,1
234,5e0a6d0eb796e999afd8c7b8,2368,Denmark,WC,6,0,2,29,0
235,5e0a6d0eb796e999afd8c7b9,2368,Denmark (all),International,7,0,2,31,
236,5e0a6d0eb796e999afd8c7ba,2368,Denmark,WC,7,2,2,2,-3
237,5e0a6d0eb796e999afd8c7bb,2368,Denmark (all),International,7,2,2,2,
238,5e0a6d0eb796e999afd8c7bc,2368,Denmark,WC,8,2,2,2,-3
239,5e0a6d0eb796e999afd8c7bd,2368,Denmark (all),International,10,3,2,2,
240,5e0a6d0eb796e999afd8c7be,2368,Team Europe,WCup,6,0,1,0,-1
241,5e0a6d0eb796e999afd8c7bf,2368,Denmark,OGQ,3,1,0,0,-4
242,5e0a6d0eb796e999afd8c7c0,2368,Denmark (all),International,4,1,1,2,
243,5e0a6d0eb796e999afd8c7c1,2368,Denmark,WC,4,0,0,0,1
244,5e0a6d0eb796e999afd8c7c2,2368,Denmark (all),International,4,0,0,0,
245,5e0a6d17b796e999afd8c81d,11103,Czech Republic U16 (all),International-Jr,3,0,0,4,
246,5e0a6d17b796e999afd8c81e,11103,Czech Republic U16 (all),International-Jr,6,4,6,4,
247,5e0a6d17b796e999afd8c81f,11103,Czech Republic U17 (all),International-Jr,3,0,1,4,
248,5e0a6d17b796e999afd8c820,11103,Czech Republic U17 (all),International-Jr,4,2,7,0,
249,5e0a6d17b796e999afd8c821,11103,Czech Republic U18,WJC-18,7,0,1,2,1
250,5e0a6d17b796e999afd8c822,11103,Czech Republic U18 (all),International-Jr,15,2,5,4,
251,5e0a6d17b796e999afd8c823,11103,Czech Republic U18,WJC-18,6,2,4,0,1
252,5e0a6d17b796e999afd8c824,11103,Czech Republic U18 (all),International-Jr,10,3,9,2,
253,5e0a6d17b796e999afd8c825,11103,Czech Republic U20,WJC-20,6,4,4,0,3
254,5e0a6d17b796e999afd8c826,11103,Czech Republic U20 (all),International-Jr,12,7,10,4,
255,5e0a6d17b796e999afd8c827,11103,Czech Republic (all),International,4,1,0,2,0
256,5e0a6d17b796e999afd8c828,11103,Czech Republic (all),International,5,2,0,4,2
257,5e0a6d17b796e999afd8c829,11103,Czech Republic (all),International,7,1,1,2,2
258,5e0a6d17b796e999afd8c82a,11103,Czech Republic (all),International,3,0,1,2,1
259,5e0a6d19b796e999afd8c846,11235,Canada Ontario U17,WHC-17,6,0,0,2,
260,5e0a6d1cb796e999afd8c86c,9503,Canada Western U17,WHC-17,5,2,2,4,
261,5e0a6d1cb796e999afd8c86d,9503,Canada U20,WJC-20,6,6,5,10,10
262,5e0a6d1cb796e999afd8c86e,9503,Canada U20,WJC-20,6,2,4,6,8
263,5e0a6d1cb796e999afd8c86f,9503,"Kazakhstan 
“A”",WC,7,4,4,4,-4
264,5e0a6d1cb796e999afd8c870,9503,Kazakhstan (all),International,7,4,4,4,-4
265,5e0a6d1cb796e999afd8c871,9503,Kazakhstan,OGQ,2,1,1,0,-1
266,5e0a6d1cb796e999afd8c872,9503,Kazakhstan,WC D1A,5,5,4,0,5
267,5e0a6d1cb796e999afd8c873,9503,Kazakhstan (all),International,9,7,5,0,4
268,5e0a6d22b796e999afd8c8db,11398,Canada Pacific U17,WHC-17,6,0,4,6,
269,5e0a6d22b796e999afd8c8dc,11398,Canada U18,WJC-18,6,0,1,2,-4
270,5e0a6d26b796e999afd8c8ff,17752,Slovakia U18,WJC-18,6,1,5,6,4
271,5e0a6d26b796e999afd8c900,17752,Slovakia U20,WJC-20,7,0,4,4,-4
272,5e0a6d26b796e999afd8c901,17752,Slovakia U20,WJC-20,6,1,5,0,1
273,5e0a6d26b796e999afd8c902,17752,Slovakia,WC,7,3,1,4,-1
274,5e0a6d26b796e999afd8c903,17752,Slovakia (all),International,9,4,2,4,1
275,5e0a6d26b796e999afd8c904,17752,Slovakia,WC,7,1,0,6,0
276,5e0a6d26b796e999afd8c905,17752,Slovakia (all),International,21,2,5,16,4
277,5e0a6d26b796e999afd8c906,17752,Slovakia,WC,6,0,4,0,3
278,5e0a6d26b796e999afd8c907,17752,Slovakia (all),International,16,0,9,8,6
279,5e0a6d2db796e999afd8c949,33568,Canada Pacific U17,WHC-17,6,2,4,8,
280,5e0a6d30b796e999afd8c94f,99582,Belarus U18,WJC-18,7,3,2,2,-4
281,5e0a6d30b796e999afd8c950,99582,Belarus U20,WJC-20 D1,4,0,1,2,5
282,5e0a6d30b796e999afd8c951,99582,Belarus (all),International,3,0,0,4,
283,5e0a6d30b796e999afd8c952,99582,Belarus (all),International,4,0,0,31,
284,5e0a6d30b796e999afd8c953,99582,Belarus (all),International,3,1,1,2,
285,5e0a6d30b796e999afd8c954,99582,Belarus (all),International,3,0,0,2,
286,5e0a6d32b796e999afd8c95a,547,Sweden U18 (all),International-Jr,14,2,3,43,
287,5e0a6d32b796e999afd8c95b,547,Sweden U20,WJC-20,6,0,3,6,-1
288,5e0a6d32b796e999afd8c95c,547,Sweden U20 (all),International-Jr,4,1,2,2,
289,5e0a6d32b796e999afd8c95d,547,Sweden (all),International,3,0,0,0,0
290,5e0a6d32b796e999afd8c95e,547,Sweden (all),International,3,0,1,0,-2
291,5e0a6d32b796e999afd8c95f,547,Sweden (all),International,3,0,1,2,0
292,5e0a6d44b796e999afd8ca50,62212,Canada Pacific U17,WHC-17,5,2,7,2,
293,5e0a6d4fb796e999afd8cae4,14081,Canada Pacific U17,WHC-17,5,0,1,6,
294,5e0a6d56b796e999afd8cb4e,473,Sweden U16 (all),International-Jr,3,1,2,0,
295,5e0a6d56b796e999afd8cb4f,473,Sweden U18,WJC-18,6,3,3,4,-2
296,5e0a6d56b796e999afd8cb50,473,Sweden U18 (all),International-Jr,9,4,5,4,
