,_id,ep_id,season,team,league,games_played,goals,assists,penalty_min,plus_minus
0,5e0a6b5bb796e999afd8b375,201106,2011-12,Winnipeg Monarchs Bantam AAA,WBAAA,29,5,5,12,
1,5e0a6b5bb796e999afd8b377,201106,,Winnipeg Monarchs City Mdgt,WCML,2,0,0,0,
2,5e0a6b5bb796e999afd8b379,201106,2012-13,Winnipeg Wild Midget AAA,MMHL,1,0,0,0,
3,5e0a6b5bb796e999afd8b37b,201106,2013-14,Winnipeg Wild Midget AAA,MMHL,29,7,17,42,
4,5e0a6b5bb796e999afd8b37d,201106,,Steinbach Pistons,MJHL,2,0,1,0,
5,5e0a6b5bb796e999afd8b37f,201106,,Portland Winterhawks,WHL,6,0,1,0,-2
6,5e0a6b5bb796e999afd8b381,201106,2014-15,Steinbach Pistons,MJHL,40,12,3,38,
7,5e0a6b5bb796e999afd8b383,201106,,Portland Winterhawks,WHL,8,1,0,0,0
8,5e0a6b5bb796e999afd8b385,201106,2015-16,Portland Winterhawks,WHL,71,11,7,22,-3
9,5e0a6b5bb796e999afd8b387,201106,2016-17,Portland Winterhawks,WHL,71,18,14,49,-11
10,5e0a6b5bb796e999afd8b389,201106,2017-18,Kootenay Ice,WHL,71,25,22,48,-30
11,5e0a6b5bb796e999afd8b38b,201106,,Jacksonville IceMen,ECHL,4,0,0,0,-4
12,5e0a6b5bb796e999afd8b38d,201106,2018-19,Jacksonville IceMen,ECHL,14,1,2,8,3
13,5e0a6b5bb796e999afd8b38f,201106,,Univ. of Manitoba,USports,12,2,5,4,
14,5e0a6b5bb796e999afd8b391,201106,2019-20,Univ. of Manitoba,USports,14,2,4,8,
15,5e0a6b5db796e999afd8b394,88699,2008-09,Sherwood Park Flyers Bantam AAA,AMBHL,32,1,13,20,
16,5e0a6b5db796e999afd8b396,88699,2009-10,Sherwood Park Squires Minor Mdgt,AMMHL,33,7,17,49,
17,5e0a6b5db796e999afd8b398,88699,2010-11,Sherwood Park Kings Midget AAA,AMHL,34,4,22,46,
18,5e0a6b5db796e999afd8b39a,88699,2011-12,Medicine Hat Tigers,WHL,44,0,3,46,7
19,5e0a6b5db796e999afd8b39c,88699,2012-13,Medicine Hat Tigers,WHL,69,2,24,131,14
20,5e0a6b5db796e999afd8b39e,88699,2013-14,Medicine Hat Tigers,WHL,68,7,31,121,40
21,5e0a6b5db796e999afd8b3a0,88699,2014-15,"Medicine Hat Tigers 
“C”",WHL,69,9,36,113,25
22,5e0a6b5db796e999afd8b3a2,88699,2015-16,Hershey Bears,AHL,32,3,3,89,8
23,5e0a6b5db796e999afd8b3a4,88699,,South Carolina Stingrays,ECHL,14,1,5,20,0
24,5e0a6b5db796e999afd8b3a6,88699,2016-17,Hershey Bears,AHL,72,4,13,142,16
25,5e0a6b5db796e999afd8b3a8,88699,2017-18,Hershey Bears,AHL,71,2,9,149,-2
26,5e0a6b5db796e999afd8b3aa,88699,2018-19,Washington Capitals,NHL,2,1,1,7,3
27,5e0a6b5db796e999afd8b3ac,88699,,"Hershey Bears 
“A”",AHL,65,3,12,121,7
28,5e0a6b5db796e999afd8b3ae,88699,2019-20,Washington Capitals,NHL,6,0,0,17,-2
29,5e0a6b5db796e999afd8b3b0,88699,,Hershey Bears,AHL,17,0,3,24,3
30,5e0a6b60b796e999afd8b3b3,17925,1998-99,CAC Edmonton Canadians Mdgt AAA,AMHL,18,9,4,14,
31,5e0a6b60b796e999afd8b3b5,17925,1999-00,Lethbridge Hurricanes,WHL,36,1,0,22,-9
32,5e0a6b60b796e999afd8b3b7,17925,2001-02,Regina Pats,WHL,70,5,3,68,-12
33,5e0a6b60b796e999afd8b3b9,17925,2002-03,Drayton Valley Thunder,AJHL,64,29,37,91,
34,5e0a6b60b796e999afd8b3bb,17925,2003-04,Northern AB Inst. of Tech.,ACAC,28,17,19,33,
35,5e0a6b60b796e999afd8b3bd,17925,2004-05,Texas Wildcatters,ECHL,45,9,16,86,
36,5e0a6b60b796e999afd8b3bf,17925,,Laredo Bucks,CHL,6,1,1,9,3
37,5e0a6b60b796e999afd8b3c1,17925,,San Antonio Rampage,AHL,1,0,0,0,1
38,5e0a6b60b796e999afd8b3c3,17925,2005-06,Wheeling Nailers,ECHL,70,18,18,121,
39,5e0a6b60b796e999afd8b3c5,17925,2006-07,Wheeling Nailers,ECHL,61,6,18,91,-12
40,5e0a6b60b796e999afd8b3c7,17925,2007-08,Bakersfield Condors,ECHL,59,8,10,101,-13
41,5e0a6b60b796e999afd8b3c9,17925,2008-09,Northern AB Inst. of Tech.,ACAC,23,8,18,50,
42,5e0a6b60b796e999afd8b3cb,17925,2009-10,Ft. Saskatchewan McEwen Chiefs,Chinook HL,-,-,-,-,
43,5e0a6b60b796e999afd8b3cd,17925,2011-12,Bentley Generals,Chinook HL,2,0,1,2,
44,5e0a6b62b796e999afd8b3d0,24322,1999-00,U.S. National U18 Team,NAHL,55,1,9,62,
45,5e0a6b62b796e999afd8b3d2,24322,2000-01,USNTDP Juniors,USHL,18,2,4,21,
46,5e0a6b62b796e999afd8b3d4,24322,2001-02,Northeastern Univ.,NCAA,32,0,4,6,-7
47,5e0a6b62b796e999afd8b3d6,24322,2002-03,Northeastern Univ.,NCAA,17,0,3,10,
48,5e0a6b62b796e999afd8b3d8,24322,,Brandon Wheat Kings,WHL,29,0,7,23,7
49,5e0a6b62b796e999afd8b3da,24322,2003-04,"Everett Silvertips 
“C”",WHL,72,4,19,82,-15
50,5e0a6b62b796e999afd8b3dc,24322,2004-05,Dayton Bombers,ECHL,63,1,5,42,-1
51,5e0a6b62b796e999afd8b3de,24322,2005-06,Dayton Bombers,ECHL,72,2,15,39,-14
52,5e0a6b62b796e999afd8b3e0,24322,2006-07,Johnstown Chiefs,ECHL,54,2,11,44,3
53,5e0a6b62b796e999afd8b3e2,24322,2007-08,Johnstown Chiefs,ECHL,1,0,0,0,-2
54,5e0a6b62b796e999afd8b3e4,24322,,Victoria Salmon Kings,ECHL,15,0,1,4,-2
55,5e0a6b62b796e999afd8b3e6,24322,,Phoenix Roadrunners,ECHL,51,2,9,32,-3
56,5e0a6b62b796e999afd8b3e8,24322,2008-09,Wichita Thunder,CHL,59,7,20,56,-12
57,5e0a6b62b796e999afd8b3ea,24322,2009-10,Dayton Gems,IHL,39,2,6,17,-2
58,5e0a6b62b796e999afd8b3ec,24322,,Flint Generals,IHL,8,0,0,0,4
59,5e0a6b62b796e999afd8b3ee,24322,,Port Huron Icehawks,IHL,21,0,4,0,-6
60,5e0a6b62b796e999afd8b3f0,24322,2010-11,Augusta RiverHawks,SPHL,5,0,0,2,-3
61,5e0a6b64b796e999afd8b3f6,24007,2006-07,Lethbridge Y Men Midget AAA,AMHL,2,0,0,0,
62,5e0a6b64b796e999afd8b3f8,24007,2007-08,Lethbridge Y Men Midget AAA,AMHL,35,10,31,41,
63,5e0a6b64b796e999afd8b3fa,24007,,Brooks Bandits,AJHL,2,0,0,0,
64,5e0a6b64b796e999afd8b3fc,24007,2008-09,Olds Grizzlys,AJHL,61,13,42,43,
65,5e0a6b64b796e999afd8b3fe,24007,2009-10,Olds Grizzlys,AJHL,5,5,2,2,
66,5e0a6b64b796e999afd8b400,24007,,Lethbridge Hurricanes,WHL,70,27,17,54,-8
67,5e0a6b64b796e999afd8b402,24007,2010-11,Lethbridge Hurricanes,WHL,72,19,33,88,-18
68,5e0a6b64b796e999afd8b404,24007,2013-14,Univ. of Lethbridge,USports,28,3,9,10,-32
69,5e0a6b64b796e999afd8b406,24007,2014-15,Univ. of Lethbridge,USports,28,3,12,6,-29
70,5e0a6b64b796e999afd8b408,24007,2015-16,"Univ. of Lethbridge 
“A”",USports,28,9,12,8,
71,5e0a6b64b796e999afd8b40a,24007,2016-17,"Univ. of Lethbridge 
“A”",USports,26,7,22,24,
72,5e0a6b64b796e999afd8b40c,24007,2017-18,"Univ. of Lethbridge 
“C”",USports,28,8,20,16,
73,5e0a6b64b796e999afd8b40e,24007,,Utah Grizzlies,ECHL,20,4,7,12,4
74,5e0a6b64b796e999afd8b410,24007,2018-19,Utah Grizzlies,ECHL,29,5,6,19,-1
75,5e0a6b64b796e999afd8b412,24007,2019-20,Utah Grizzlies,ECHL,17,2,4,23,-2
76,5e0a6b66b796e999afd8b415,101633,2008-09,Winnipeg Monarchs Bntm AAA Div 2,WBAAA2,29,25,17,22,
77,5e0a6b66b796e999afd8b417,101633,2009-10,Winnipeg Monarchs Bantam AAA,WBAAA,29,15,18,32,
78,5e0a6b66b796e999afd8b419,101633,2010-11,Winnipeg Monarchs City Mdgt,WCML,31,9,21,36,
79,5e0a6b66b796e999afd8b41b,101633,,Winnipeg Wild Midget AAA,MMHL,2,0,1,2,
80,5e0a6b66b796e999afd8b41d,101633,2011-12,Saskatoon Blades,WHL,64,4,7,67,-11
81,5e0a6b66b796e999afd8b41f,101633,2012-13,Saskatoon Blades,WHL,61,9,17,43,5
82,5e0a6b66b796e999afd8b421,101633,2013-14,"Saskatoon Blades 
“A”",WHL,61,11,22,88,-22
83,5e0a6b66b796e999afd8b423,101633,2014-15,"Saskatoon Blades 
“A”",WHL,64,11,19,101,-29
84,5e0a6b66b796e999afd8b425,101633,2015-16,"Saskatoon Blades 
“C”",WHL,72,20,32,91,-14
85,5e0a6b66b796e999afd8b427,101633,2016-17,Univ. of Manitoba,USports,22,7,10,53,
86,5e0a6b66b796e999afd8b429,101633,2017-18,Univ. of Manitoba,USports,25,3,7,54,
87,5e0a6b66b796e999afd8b42b,101633,2018-19,Univ. of Manitoba,USports,26,4,13,20,
88,5e0a6b66b796e999afd8b42d,101633,2019-20,Univ. of Manitoba,USports,-,-,-,-,
89,5e0a6b68b796e999afd8b431,32763,2005-06,Spruce Grove Broncos Bantam AAA,AMBHL,34,2,7,20,
90,5e0a6b68b796e999afd8b433,32763,2006-07,PAC Timberwolves Bantam AAA,AMBHL,33,11,25,26,
91,5e0a6b68b796e999afd8b435,32763,2007-08,St. Albert Raiders Midget AAA,AMHL,35,10,16,14,
92,5e0a6b68b796e999afd8b437,32763,2008-09,Spokane Chiefs,WHL,57,1,8,12,9
93,5e0a6b68b796e999afd8b439,32763,2009-10,Spokane Chiefs,WHL,70,4,15,21,14
94,5e0a6b68b796e999afd8b43b,32763,2010-11,Spokane Chiefs,WHL,64,23,58,31,55
95,5e0a6b68b796e999afd8b43d,32763,2011-12,"Spokane Chiefs 
“A”",WHL,71,17,57,49,24
96,5e0a6b68b796e999afd8b43f,32763,2012-13,"Spokane Chiefs 
“C”",WHL,71,22,63,30,39
97,5e0a6b68b796e999afd8b441,32763,2013-14,St. John's IceCaps,AHL,76,10,38,14,8
98,5e0a6b68b796e999afd8b443,32763,2014-15,St. John's IceCaps,AHL,65,8,21,32,-11
99,5e0a6b68b796e999afd8b445,32763,2015-16,"Manitoba Moose 
“A”",AHL,68,11,30,36,-23
100,5e0a6b68b796e999afd8b447,32763,2016-17,Manitoba Moose,AHL,63,1,22,52,-19
101,5e0a6b68b796e999afd8b449,32763,2017-18,Charlotte Checkers,AHL,63,4,20,61,0
102,5e0a6b6bb796e999afd8b44c,247936,2011-12,Alaska All Stars 14U AA,Bantam,14,4,7,6,
103,5e0a6b6bb796e999afd8b44e,247936,2012-13,Eagle River High,USHS-AK,21,1,2,4,
104,5e0a6b6bb796e999afd8b450,247936,2013-14,Omaha AAA Lancers 16U,NAPHL 16U,20,1,4,4,
105,5e0a6b6bb796e999afd8b452,247936,2014-15,Des Moines Buccaneers,USHL,4,0,0,0,-1
106,5e0a6b6bb796e999afd8b454,247936,,Omaha AAA Lancers 16U,NAPHL 16U,15,1,4,4,
107,5e0a6b6bb796e999afd8b456,247936,2015-16,Austin Bruins,NAHL,50,3,4,50,7
108,5e0a6b6bb796e999afd8b458,247936,2016-17,Medicine Hat Tigers,WHL,58,1,8,44,-5
109,5e0a6b6bb796e999afd8b45a,247936,2017-18,Medicine Hat Tigers,WHL,72,2,10,56,-23
110,5e0a6b6bb796e999afd8b45c,247936,2018-19,Medicine Hat Tigers,WHL,5,0,0,6,0
111,5e0a6b6bb796e999afd8b45e,247936,,Kelowna Rockets,WHL,59,0,10,64,-11
112,5e0a6b6bb796e999afd8b460,247936,2019-20,Norfolk Admirals,ECHL,14,0,0,17,-12
113,5e0a6b6db796e999afd8b463,78435,1996-97,Waterloo Siskins,MWJHL,6,0,1,4,
114,5e0a6b6db796e999afd8b465,78435,1997-98,Erie Otters,OHL,58,0,8,22,-5
115,5e0a6b6db796e999afd8b467,78435,1998-99,Erie Otters,OHL,55,2,12,57,-6
116,5e0a6b6db796e999afd8b469,78435,1999-00,Erie Otters,OHL,68,5,11,56,-8
117,5e0a6b6db796e999afd8b46b,78435,2000-01,Erie Otters,OHL,63,3,17,31,41
118,5e0a6b6db796e999afd8b46d,78435,2001-02,London Knights,OHL,60,2,13,38,-16
119,5e0a6b6db796e999afd8b46f,78435,2002-03,Univ. of Western Ontario,USports,9,2,2,2,
120,5e0a6b6fb796e999afd8b472,62238,2008-09,Calgary Bronks Bantam AAA,AMBHL,33,8,24,24,
121,5e0a6b6fb796e999afd8b474,62238,2009-10,Calgary Bronks Bantam AAA,AMBHL,31,23,28,39,
122,5e0a6b6fb796e999afd8b476,62238,2010-11,Calgary Flames Midget AAA,AMHL,34,17,13,38,
123,5e0a6b6fb796e999afd8b478,62238,2011-12,Lethbridge Hurricanes,WHL,69,5,16,33,-4
124,5e0a6b6fb796e999afd8b47a,62238,2012-13,Lethbridge Hurricanes,WHL,72,20,18,36,3
125,5e0a6b6fb796e999afd8b47c,62238,2013-14,Lethbridge Hurricanes,WHL,63,18,17,58,-35
126,5e0a6b6fb796e999afd8b47e,62238,2014-15,"Lethbridge Hurricanes 
“C”",WHL,66,26,28,42,-29
127,5e0a6b6fb796e999afd8b480,62238,2015-16,Seattle Thunderbirds,WHL,29,6,8,25,-1
128,5e0a6b6fb796e999afd8b482,62238,,Swift Current Broncos,WHL,29,13,6,10,-6
129,5e0a6b6fb796e999afd8b484,62238,2016-17,Mount Royal Univ.,USports,28,11,12,20,
130,5e0a6b6fb796e999afd8b486,62238,2017-18,Mount Royal Univ.,USports,28,8,14,6,
131,5e0a6b6fb796e999afd8b488,62238,2018-19,Mount Royal Univ.,USports,25,6,9,14,
132,5e0a6b6fb796e999afd8b48a,62238,2019-20,Mount Royal Univ.,USports,16,3,9,12,
133,5e0a6b71b796e999afd8b48d,11108,2003-04,Grey-Bruce Highlanders Mn Mdgt,SCTAMM,66,71,47,117,
134,5e0a6b71b796e999afd8b48f,11108,,Listowel Cyclones,MWJHL,9,4,6,10,
135,5e0a6b71b796e999afd8b491,11108,2004-05,Erie Otters,OHL,68,7,16,31,-4
136,5e0a6b71b796e999afd8b493,11108,2005-06,Erie Otters,OHL,13,3,5,6,2
137,5e0a6b71b796e999afd8b495,11108,,Oshawa Generals,OHL,35,13,25,29,4
138,5e0a6b71b796e999afd8b497,11108,2006-07,Oshawa Generals,OHL,68,47,53,43,9
139,5e0a6b71b796e999afd8b499,11108,2007-08,Oshawa Generals,OHL,61,61,58,42,23
140,5e0a6b71b796e999afd8b49b,11108,2008-09,San Antonio Rampage,AHL,74,21,19,33,5
141,5e0a6b71b796e999afd8b49d,11108,2009-10,San Antonio Rampage,AHL,76,30,35,43,13
142,5e0a6b71b796e999afd8b49f,11108,2010-11,San Antonio Rampage,AHL,51,23,27,28,13
143,5e0a6b71b796e999afd8b4a1,11108,,Phoenix Coyotes,NHL,13,2,1,2,0
144,5e0a6b71b796e999afd8b4a3,11108,2011-12,Winnipeg Jets,NHL,5,0,2,2,1
145,5e0a6b71b796e999afd8b4a5,11108,,Portland Pirates,AHL,63,25,23,45,-3
146,5e0a6b73b796e999afd8b4a8,159029,,Indiana Ice,USHL,36,6,7,43,-6
147,5e0a6b73b796e999afd8b4aa,159029,2013-14,Kootenay Ice,WHL,55,5,23,68,27
148,5e0a6b73b796e999afd8b4ac,159029,2014-15,Kootenay Ice,WHL,52,9,37,53,22
149,5e0a6b73b796e999afd8b4ae,159029,,Toronto Marlies,AHL,2,0,0,0,3
150,5e0a6b73b796e999afd8b4b0,159029,2015-16,Toronto Maple Leafs,NHL,10,0,0,0,0
151,5e0a6b73b796e999afd8b4b2,159029,,Toronto Marlies,AHL,60,4,19,30,32
152,5e0a6b73b796e999afd8b4b4,159029,2016-17,Toronto Marlies,AHL,47,3,10,79,-5
153,5e0a6b73b796e999afd8b4b6,159029,2017-18,Toronto Marlies,AHL,40,5,10,26,14
154,5e0a6b73b796e999afd8b4b8,159029,,Montréal Canadiens,NHL,2,0,0,2,0
155,5e0a6b73b796e999afd8b4ba,159029,,Laval Rocket,AHL,5,1,2,2,-2
156,5e0a6b73b796e999afd8b4bc,159029,2018-19,Stockton Heat,AHL,57,4,17,51,10
157,5e0a6b73b796e999afd8b4be,159029,2019-20,Stockton Heat,AHL,25,0,5,20,2
158,5e0a6b75b796e999afd8b4c3,246126,2000-01,Mississauga Rebels Mn Mdgt AAA,Midget,-,-,-,-,
159,5e0a6b75b796e999afd8b4c5,246126,2003-04,Barrie Colts,OHL,49,0,3,68,5
160,5e0a6b75b796e999afd8b4c7,246126,2004-05,Barrie Colts,OHL,41,3,6,49,12
161,5e0a6b75b796e999afd8b4c9,246126,2005-06,Georgetown Raiders,OPJHL,33,8,5,35,
162,5e0a6b77b796e999afd8b4cc,15610,1999-00,Thunder Bay Kings Midget AAA,Midget,48,8,16,19,
163,5e0a6b77b796e999afd8b4ce,15610,2000-01,Sault Ste. Marie Greyhounds,OHL,54,1,6,60,-10
164,5e0a6b77b796e999afd8b4d0,15610,2001-02,Barrie Colts,OHL,67,8,16,78,27
165,5e0a6b77b796e999afd8b4d2,15610,2002-03,"Barrie Colts 
“C”",OHL,68,7,34,129,15
166,5e0a6b77b796e999afd8b4d4,15610,2003-04,"Barrie Colts 
“C”",OHL,66,6,28,120,22
167,5e0a6b77b796e999afd8b4d6,15610,2004-05,San Antonio Rampage,AHL,21,1,3,22,-1
168,5e0a6b77b796e999afd8b4d8,15610,,Texas Wildcatters,ECHL,44,1,6,62,
169,5e0a6b77b796e999afd8b4da,15610,2005-06,Rochester Americans,AHL,11,0,0,23,3
170,5e0a6b77b796e999afd8b4dc,15610,,Florida Everblades,ECHL,14,1,3,12,
171,5e0a6b77b796e999afd8b4de,15610,2006-07,Rochester Americans,AHL,47,0,2,47,1
172,5e0a6b77b796e999afd8b4e0,15610,,Florida Everblades,ECHL,16,0,3,41,4
173,5e0a6b77b796e999afd8b4e2,15610,2007-08,Wheeling Nailers,ECHL,35,1,5,42,-4
174,5e0a6b77b796e999afd8b4e4,15610,,Cincinnati Cyclones,ECHL,13,0,0,16,0
175,5e0a6b77b796e999afd8b4e6,15610,2008-09,Victoria Salmon Kings,ECHL,13,0,2,12,-2
176,5e0a6b77b796e999afd8b4e8,15610,,Phoenix Roadrunners,ECHL,39,5,3,70,-16
177,5e0a6b77b796e999afd8b4ea,15610,,Toronto Marlies,AHL,3,0,0,10,0
178,5e0a6b77b796e999afd8b4ec,15610,2009-10,Laredo Bucks,CHL,18,1,6,18,-1
179,5e0a6b7ab796e999afd8b4ef,15330,1999-00,Lethbridge Hurricanes,WHL,62,2,4,39,-20
180,5e0a6b7ab796e999afd8b4f1,15330,2000-01,Lethbridge Hurricanes,WHL,69,17,29,69,-3
181,5e0a6b7ab796e999afd8b4f3,15330,2001-02,Vancouver Giants,WHL,1,0,1,2,-2
182,5e0a6b7ab796e999afd8b4f5,15330,,Lethbridge Hurricanes,WHL,32,7,19,40,12
183,5e0a6b7ab796e999afd8b4f7,15330,,Medicine Hat Tigers,WHL,25,9,8,32,-6
184,5e0a6b7ab796e999afd8b4f9,15330,2002-03,Canmore Eagles,AJHL,48,30,36,125,
185,5e0a6b7ab796e999afd8b4fb,15330,,Medicine Hat Tigers,WHL,5,1,2,4,-4
186,5e0a6b7ab796e999afd8b4fd,15330,2003-04,Univ. of Manitoba,USports,35,9,16,30,
187,5e0a6b7ab796e999afd8b4ff,15330,2004-05,Univ. of Manitoba,USports,28,4,9,42,
188,5e0a6b7ab796e999afd8b501,15330,2005-06,Univ. of Manitoba,USports,41,27,33,115,
189,5e0a6b7ab796e999afd8b503,15330,2006-07,Victoria Salmon Kings,ECHL,27,4,4,40,-20
190,5e0a6b7ab796e999afd8b505,15330,2007-08,Tulsa Oilers,CHL,56,33,35,66,-11
191,5e0a6b7ab796e999afd8b507,15330,2008-09,Carman Beavers,SEMHL,20,28,22,54,
192,5e0a6b7cb796e999afd8b50a,41098,2009-10,Spokane Chiefs,WHL,53,4,12,45,7
193,5e0a6b7cb796e999afd8b50c,41098,2010-11,Spokane Chiefs,WHL,65,21,39,60,19
194,5e0a6b7cb796e999afd8b50e,41098,2011-12,Spokane Chiefs,WHL,63,33,35,60,29
195,5e0a6b7cb796e999afd8b510,41098,2012-13,Wilkes-Barre/Scranton Penguins,AHL,53,4,3,61,-3
196,5e0a6b7cb796e999afd8b512,41098,,Wheeling Nailers,ECHL,3,0,1,0,0
197,5e0a6b7cb796e999afd8b514,41098,2013-14,Wilkes-Barre/Scranton Penguins,AHL,68,7,17,66,9
198,5e0a6b7cb796e999afd8b516,41098,2014-15,Pittsburgh Penguins,NHL,2,0,0,0,-1
199,5e0a6b7cb796e999afd8b518,41098,,Wilkes-Barre/Scranton Penguins,AHL,72,13,13,60,11
200,5e0a6b7cb796e999afd8b51a,41098,2015-16,Wilkes-Barre/Scranton Penguins,AHL,43,5,8,29,2
201,5e0a6b7eb796e999afd8b522,95829,2002-03,Belleville Bulls,OHL,4,0,0,2,0
202,5e0a6b7eb796e999afd8b524,95829,2003-04,Belleville Bulls,OHL,37,2,6,10,-6
203,5e0a6b7eb796e999afd8b526,95829,2004-05,Belleville Bulls,OHL,39,1,8,17,-5
204,5e0a6b7eb796e999afd8b528,95829,,Brampton Battalion,OHL,19,0,2,14,1
205,5e0a6b7eb796e999afd8b52a,95829,2005-06,Brampton Battalion,OHL,64,2,21,49,14
206,5e0a6b7eb796e999afd8b52c,95829,2006-07,Brampton Battalion,OHL,68,8,33,54,-25
207,5e0a6b7eb796e999afd8b52e,95829,2007-08,Univ. of Waterloo,USports,28,2,16,32,
208,5e0a6b7eb796e999afd8b530,95829,2008-09,Univ. of Waterloo,USports,25,8,11,10,
209,5e0a6b7eb796e999afd8b532,95829,2009-10,Univ. of Waterloo,USports,23,3,13,46,
210,5e0a6b7eb796e999afd8b534,95829,2010-11,Univ. of Waterloo,USports,24,6,10,22,
211,5e0a6b81b796e999afd8b537,79742,1999-00,Prince Albert Raiders,WHL,34,1,0,18,-3
212,5e0a6b81b796e999afd8b539,79742,2000-01,Prince Albert Raiders,WHL,69,3,10,164,-20
213,5e0a6b81b796e999afd8b53b,79742,2001-02,Prince Albert Raiders,WHL,70,20,18,73,-22
214,5e0a6b81b796e999afd8b53d,79742,2002-03,Prince Albert Raiders,WHL,39,7,12,83,0
215,5e0a6b81b796e999afd8b53f,79742,,Moose Jaw Warriors,WHL,22,1,9,29,11
216,5e0a6b81b796e999afd8b541,79742,2003-04,Univ. of British Columbia,USports,32,3,8,14,
217,5e0a6b81b796e999afd8b543,79742,2004-05,Univ. of British Columbia,USports,36,10,15,42,
218,5e0a6b81b796e999afd8b545,79742,2005-06,Univ. of British Columbia,USports,25,6,11,44,
219,5e0a6b81b796e999afd8b547,79742,2006-07,Univ. of British Columbia,USports,35,5,7,38,
220,5e0a6b82b796e999afd8b54a,15382,2003-04,St. Michael's Buzzers,OPJHL,44,16,15,61,
221,5e0a6b82b796e999afd8b54c,15382,2004-05,Owen Sound Attack,OHL,8,1,4,2,3
222,5e0a6b82b796e999afd8b54e,15382,,St. Michael's Buzzers,OPJHL,44,27,35,47,
223,5e0a6b82b796e999afd8b550,15382,2005-06,Owen Sound Attack,OHL,62,11,14,24,-7
224,5e0a6b82b796e999afd8b552,15382,2006-07,Kingston Frontenacs,OHL,65,21,32,22,0
225,5e0a6b82b796e999afd8b554,15382,2007-08,Kingston Frontenacs,OHL,66,30,36,41,-19
226,5e0a6b83b796e999afd8b556,15382,2008-09,Kingston Frontenacs,OHL,40,12,20,37,-2
227,5e0a6b83b796e999afd8b558,15382,,Brampton Battalion,OHL,29,12,12,29,5
228,5e0a6b83b796e999afd8b55a,15382,2009-10,Las Vegas Wranglers,ECHL,24,4,1,28,-10
229,5e0a6b83b796e999afd8b55c,15382,,Johnstown Chiefs,ECHL,25,2,5,0,-2
230,5e0a6b83b796e999afd8b55e,15382,2010-11,Trenton Devils,ECHL,4,0,3,2,2
231,5e0a6b85b796e999afd8b562,83127,1997-98,USNTDP Juniors,USHL,5,0,6,4,
232,5e0a6b85b796e999afd8b564,83127,,U.S. National U18 Team,NAHL,42,9,18,77,
233,5e0a6b85b796e999afd8b566,83127,1998-99,Twin City Vulcans,USHL,36,18,16,158,
234,5e0a6b85b796e999afd8b568,83127,1999-00,Univ. of Minnesota,NCAA,12,3,6,10,
235,5e0a6b85b796e999afd8b56a,83127,,Portland Winter Hawks,WHL,25,7,15,43,-4
236,5e0a6b85b796e999afd8b56c,83127,2000-01,Portland Winter Hawks,WHL,53,20,29,94,11
237,5e0a6b85b796e999afd8b56e,83127,2001-02,Portland Winter Hawks,WHL,68,20,42,118,2
238,5e0a6b85b796e999afd8b570,83127,2002-03,Quad City Mallards,UHL,16,8,3,28,-9
239,5e0a6b85b796e999afd8b572,83127,,Kalamazoo Wings,UHL,30,8,7,65,-4
240,5e0a6b85b796e999afd8b574,83127,2003-04,Fort Worth Brahmas,CHL,22,2,6,21,-11
241,5e0a6b85b796e999afd8b576,83127,,Amarillo Gorillas,CHL,42,12,9,24,-3
242,5e0a6b85b796e999afd8b578,83127,2004-05,Odessa Jackalopes,CHL,2,0,1,2,-2
243,5e0a6b85b796e999afd8b57a,83127,,Fayetteville FireAntz,SPHL,18,11,10,81,8
244,5e0a6b85b796e999afd8b57c,83127,,Jacksonville Barracudas,SPHL,25,9,15,31,9
245,5e0a6b85b796e999afd8b57e,83127,,Reading Royals,ECHL,6,0,3,2,-3
246,5e0a6b85b796e999afd8b580,83127,2005-06,Jacksonville Barracudas,SPHL,6,2,5,4,2
247,5e0a6b85b796e999afd8b582,83127,,Austin Ice Bats,CHL,21,4,6,36,2
248,5e0a6b85b796e999afd8b584,83127,,Tulsa Oilers,CHL,19,5,6,18,9
249,5e0a6b85b796e999afd8b586,83127,2006-07,Bloomington PrairieThunder,UHL,24,4,6,28,-6
250,5e0a6b87b796e999afd8b589,8526,2000-01,Regina Rangers,SBAAHL,41,33,41,189,
251,5e0a6b87b796e999afd8b58b,8526,,Regina Pat Canadians Midget AAA,SMHL,8,4,3,8,
252,5e0a6b87b796e999afd8b58d,8526,2001-02,Calgary Hitmen,WHL,63,9,9,34,-16
253,5e0a6b87b796e999afd8b58f,8526,2002-03,Calgary Hitmen,WHL,70,29,39,121,8
254,5e0a6b87b796e999afd8b591,8526,2003-04,Calgary Hitmen,WHL,49,28,47,97,32
255,5e0a6b87b796e999afd8b593,8526,2004-05,"Calgary Hitmen 
“A”",WHL,51,29,25,102,22
256,5e0a6b87b796e999afd8b595,8526,,Cincinnati Mighty Ducks,AHL,0,0,0,0,0
257,5e0a6b87b796e999afd8b597,8526,2005-06,Mighty Ducks of Anaheim,NHL,57,14,25,22,6
258,5e0a6b87b796e999afd8b599,8526,,Portland Pirates,AHL,17,8,25,36,5
259,5e0a6b87b796e999afd8b59b,8526,2006-07,Anaheim Ducks,NHL,82,25,33,66,17
260,5e0a6b87b796e999afd8b59d,8526,2007-08,Anaheim Ducks,NHL,77,24,58,94,32
261,5e0a6b87b796e999afd8b59f,8526,2008-09,Anaheim Ducks,NHL,81,25,66,121,5
