,_id,ep_id,season,team,league,games_played,goals,assists,penalty_min,plus_minus
14253,5e0a75cbb796e999afd92ca9,88590,2012-13,Kamloops Blazers,WHL,58,12,21,50,10
14254,5e0a75cbb796e999afd92cab,88590,2013-14,"Kamloops Blazers 
“C”",WHL,48,12,23,37,3
14255,5e0a75cbb796e999afd92cad,88590,2014-15,"Kamloops Blazers 
“C”",WHL,71,25,51,63,31
14256,5e0a75cbb796e999afd92caf,88590,2015-16,"Kamloops Blazers 
“C”",WHL,66,23,39,55,-8
14257,5e0a75cbb796e999afd92cb1,88590,2016-17,St. Francis Xavier Univ.,USports,26,4,10,12,
14258,5e0a75cbb796e999afd92cb3,88590,2017-18,St. Francis Xavier Univ.,USports,29,14,15,24,
14259,5e0a75cbb796e999afd92cb5,88590,2018-19,St. Francis Xavier Univ.,USports,30,9,13,32,
14260,5e0a75cbb796e999afd92cb7,88590,2019-20,St. Francis Xavier Univ.,USports,9,6,9,2,5
14261,5e0a75ccb796e999afd92cbb,201615,2015-16,Prince Albert Raiders,WHL,70,3,13,20,0
14262,5e0a75ccb796e999afd92cbd,201615,2016-17,Prince Albert Raiders,WHL,56,1,25,20,-9
14263,5e0a75ccb796e999afd92cbf,201615,2017-18,Prince Albert Raiders,WHL,63,14,27,33,8
14264,5e0a75ceb796e999afd92cce,137491,2000-01,Moose Jaw Warriors,WHL,5,1,0,2,1
14265,5e0a75ceb796e999afd92cd0,137491,2001-02,Moose Jaw Warriors,WHL,8,1,1,4,2
14266,5e0a75ceb796e999afd92cd2,137491,,Salmon Arm Silverbacks,BCHL,6,1,2,14,
14267,5e0a75ceb796e999afd92cd4,137491,2002-03,Trail Smoke Eaters,BCHL,11,8,6,20,
14268,5e0a75ceb796e999afd92cd6,137491,,Medicine Hat Tigers,WHL,48,10,19,59,8
14269,5e0a75ceb796e999afd92cd8,137491,2003-04,Everett Silvertips,WHL,30,6,14,52,2
14270,5e0a75ceb796e999afd92cda,137491,2004-05,Everett Silvertips,WHL,42,13,13,58,6
14271,5e0a75ceb796e999afd92cdc,137491,2005-06,Univ. of British Columbia,USports,20,4,9,88,
14272,5e0a75ceb796e999afd92cde,137491,2006-07,Univ. of New Brunswick,USports,-,-,-,-,
14273,5e0a75ceb796e999afd92ce0,137491,2007-08,Univ. of New Brunswick,USports,14,0,5,30,2
14274,5e0a75ceb796e999afd92ce2,137491,2009-10,St. Thomas Univ.,USports,20,14,10,69,1
14275,5e0a75d1b796e999afd92ce5,199401,2011-12,Prairie Storm Bantam AA,SBAAHL,22,11,6,60,
14276,5e0a75d1b796e999afd92ce7,199401,2012-13,Tisdale Trojans,SMHL,36,0,6,38,
14277,5e0a75d1b796e999afd92ce9,199401,2013-14,Tisdale Trojans,SMHL,38,6,15,50,
14278,5e0a75d1b796e999afd92ceb,199401,2014-15,Prince Albert Raiders,WHL,58,0,6,24,-7
14279,5e0a75d1b796e999afd92ced,199401,2015-16,Prince Albert Raiders,WHL,50,0,4,48,6
14280,5e0a75d1b796e999afd92cef,199401,2016-17,Prince Albert Raiders,WHL,3,0,0,4,-1
14281,5e0a75d1b796e999afd92cf1,199401,,Lethbridge Hurricanes,WHL,68,4,14,55,6
14282,5e0a75d1b796e999afd92cf3,199401,2017-18,"Lethbridge Hurricanes 
“A”",WHL,37,1,5,36,-6
14283,5e0a75d1b796e999afd92cf5,199401,,Vancouver Giants,WHL,30,0,6,12,-5
14284,5e0a75d1b796e999afd92cf7,199401,2018-19,Univ. of Regina,USports,27,2,5,10,
14285,5e0a75d1b796e999afd92cf9,199401,2019-20,Univ. of Regina,USports,14,0,2,10,
14286,5e0a75d3b796e999afd92cfd,52860,1997-98,Fort Saskatchewan Rang. Bntm AAA,AMBHL,32,6,10,176,
14287,5e0a75d3b796e999afd92cff,52860,1998-99,Medicine Hat Tigers,WHL,10,0,1,2,-4
14288,5e0a75d3b796e999afd92d01,52860,1999-00,Medicine Hat Tigers,WHL,49,1,8,57,-2
14289,5e0a75d3b796e999afd92d03,52860,2000-01,Medicine Hat Tigers,WHL,46,0,7,111,8
14290,5e0a75d3b796e999afd92d05,52860,2001-02,Medicine Hat Tigers,WHL,46,4,15,120,-24
14291,5e0a75d3b796e999afd92d07,52860,,Tri-City Americans,WHL,30,6,12,79,6
14292,5e0a75d3b796e999afd92d09,52860,2002-03,Tri-City Americans,WHL,17,4,4,35,-7
14293,5e0a75d3b796e999afd92d0b,52860,,Kamloops Blazers,WHL,23,3,10,63,5
14294,5e0a75d3b796e999afd92d0d,52860,2003-04,Kamloops Blazers,WHL,20,4,9,37,8
14295,5e0a75d3b796e999afd92d0f,52860,,Kootenay Ice,WHL,35,1,12,77,-7
14296,5e0a75d4b796e999afd92d12,13595,2003-04,Brandon Wheat Kings Midget AAA,MMHL,4,0,0,0,
14297,5e0a75d4b796e999afd92d14,13595,2004-05,Brandon Wheat Kings Midget AAA,MMHL,40,17,19,34,
14298,5e0a75d4b796e999afd92d16,13595,,Winkler Flyers,MJHL,4,1,1,2,
14299,5e0a75d4b796e999afd92d18,13595,2005-06,Calgary Hitmen,WHL,59,3,2,42,3
14300,5e0a75d4b796e999afd92d1a,13595,2006-07,Calgary Hitmen,WHL,72,7,15,76,-1
14301,5e0a75d4b796e999afd92d1c,13595,2007-08,Calgary Hitmen,WHL,72,16,26,87,14
14302,5e0a75d4b796e999afd92d1e,13595,2008-09,Calgary Hitmen,WHL,68,31,41,93,41
14303,5e0a75d4b796e999afd92d20,13595,2009-10,Houston Aeros,AHL,56,4,4,70,-9
14304,5e0a75d4b796e999afd92d22,13595,2010-11,Minnesota Wild,NHL,4,1,1,0,1
14305,5e0a75d4b796e999afd92d24,13595,,Houston Aeros,AHL,78,12,10,80,-4
14306,5e0a75d4b796e999afd92d26,13595,2011-12,Minnesota Wild,NHL,11,1,2,11,1
14307,5e0a75d4b796e999afd92d28,13595,,Houston Aeros,AHL,51,4,8,43,-1
14308,5e0a75d4b796e999afd92d2a,13595,2012-13,"Houston Aeros 
“A”",AHL,64,9,9,31,4
14309,5e0a75d4b796e999afd92d2c,13595,2013-14,Minnesota Wild,NHL,1,0,0,0,0
14310,5e0a75d4b796e999afd92d2e,13595,,"Iowa Wild 
“A”",AHL,68,12,16,36,0
14311,5e0a75d4b796e999afd92d30,13595,2014-15,Toronto Marlies,AHL,13,0,1,8,-4
14312,5e0a75d4b796e999afd92d32,13595,,Orlando Solar Bears,ECHL,22,5,9,12,3
14313,5e0a75d4b796e999afd92d34,13595,,Bridgeport Sound Tigers,AHL,21,4,2,4,1
14314,5e0a75d4b796e999afd92d36,13595,2015-16,"Idaho Steelheads 
“C”",ECHL,70,19,15,40,-13
14315,5e0a75d7b796e999afd92d39,32759,2004-05,Bow Valley Timberwolves Bntm AA,AMBHL AA,30,19,19,20,
14316,5e0a75d7b796e999afd92d3b,32759,2005-06,Airdrie Xtreme Bantam AAA,AMBHL,34,19,15,26,
14317,5e0a75d7b796e999afd92d3d,32759,2006-07,Notre Dame Hounds Bantam AAA,SBAAHL,23,31,52,30,
14318,5e0a75d7b796e999afd92d3f,32759,2007-08,Notre Dame Hounds Midget AAA,SMHL,43,23,48,42,
14319,5e0a75d7b796e999afd92d41,32759,2008-09,Tri-City Americans,WHL,69,9,14,36,-5
14320,5e0a75d7b796e999afd92d43,32759,2009-10,Tri-City Americans,WHL,71,23,24,55,6
14321,5e0a75d7b796e999afd92d45,32759,2010-11,Tri-City Americans,WHL,58,26,20,60,15
14322,5e0a75d7b796e999afd92d47,32759,2011-12,Tri-City Americans,WHL,66,18,26,71,-8
14323,5e0a75d7b796e999afd92d49,32759,2012-13,Tri-City Americans,WHL,6,1,2,2,3
14324,5e0a75d7b796e999afd92d4b,32759,,Moose Jaw Warriors,WHL,56,9,4,37,-15
14325,5e0a75d7b796e999afd92d4d,32759,2013-14,Univ. of Calgary,USports,19,1,5,14,4
14326,5e0a75d9b796e999afd92d50,213345,2001-02,CAC Canadians Bantam AAA,AMBHL,35,2,7,50,
14327,5e0a75d9b796e999afd92d52,213345,2003-04,Prince Albert Raiders,WHL,12,0,0,15,3
14328,5e0a75d9b796e999afd92d54,213345,2004-05,Prince Albert Raiders,WHL,54,0,4,140,-1
14329,5e0a75d9b796e999afd92d56,213345,2005-06,Portland Winter Hawks,WHL,60,1,3,225,-11
14330,5e0a75dbb796e999afd92d59,10459,2002-03,Spokane Braves,KIJHL,45,3,5,70,
14331,5e0a75dbb796e999afd92d5b,10459,2003-04,Spokane Chiefs,WHL,67,4,4,16,1
14332,5e0a75dbb796e999afd92d5d,10459,2004-05,Spokane Chiefs,WHL,71,2,14,36,4
14333,5e0a75dbb796e999afd92d5f,10459,2005-06,Spokane Chiefs,WHL,72,2,19,44,3
14334,5e0a75dbb796e999afd92d61,10459,,Albany River Rats,AHL,6,0,0,4,-5
14335,5e0a75dbb796e999afd92d63,10459,2006-07,Spokane Chiefs,WHL,60,2,12,69,9
14336,5e0a75dbb796e999afd92d65,10459,,Lowell Devils,AHL,1,0,0,2,0
14337,5e0a75dbb796e999afd92d67,10459,2007-08,Lowell Devils,AHL,66,0,6,47,-17
14338,5e0a75dbb796e999afd92d69,10459,,Trenton Devils,ECHL,8,0,1,10,-7
14339,5e0a75dbb796e999afd92d6b,10459,2008-09,San Antonio Rampage,AHL,36,2,0,30,-2
14340,5e0a75dbb796e999afd92d6d,10459,,Arizona Sundogs,CHL,20,0,3,20,-9
14341,5e0a75dbb796e999afd92d6f,10459,2009-10,San Antonio Rampage,AHL,72,2,7,105,13
14342,5e0a75dbb796e999afd92d71,10459,2010-11,Rochester Americans,AHL,7,0,0,0,-4
14343,5e0a75dbb796e999afd92d73,10459,,Providence Bruins,AHL,23,0,4,23,-5
14344,5e0a75dbb796e999afd92d75,10459,,Syracuse Crunch,AHL,21,0,3,24,2
14345,5e0a75dbb796e999afd92d77,10459,2011-12,Syracuse Crunch,AHL,42,1,6,39,12
14346,5e0a75dbb796e999afd92d79,10459,2012-13,Denver Cutthroats,CHL,61,0,13,77,5
14347,5e0a75dbb796e999afd92d7b,10459,2013-14,Denver Cutthroats,CHL,66,3,8,112,-6
14348,5e0a75dbb796e999afd92d7d,10459,2014-15,"Colorado Eagles 
“A”",ECHL,63,0,10,116,-8
14349,5e0a75dbb796e999afd92d7f,10459,2015-16,"Colorado Eagles 
“A”",ECHL,72,2,6,196,0
14350,5e0a75dbb796e999afd92d81,10459,2016-17,"Colorado Eagles 
“C”",ECHL,58,1,12,168,22
14351,5e0a75dbb796e999afd92d83,10459,2017-18,"Orlando Solar Bears 
“C”",ECHL,52,1,7,122,6
14352,5e0a75ddb796e999afd92d87,18614,2002-03,Sherwood Park Flyers Bantam AAA,AMBHL,36,1,3,16,
14353,5e0a75ddb796e999afd92d89,18614,2003-04,Sherwood Park Flyers Bantam AAA,AMBHL,30,15,18,28,
14354,5e0a75ddb796e999afd92d8b,18614,2004-05,Sherwood Park Kings Midget AAA,AMHL,35,1,4,14,
14355,5e0a75ddb796e999afd92d8d,18614,2005-06,Sherwood Park Kings Midget AAA,AMHL,36,4,12,34,
14356,5e0a75ddb796e999afd92d8f,18614,2006-07,Red Deer Rebels,WHL,55,1,4,24,2
14357,5e0a75ddb796e999afd92d91,18614,2007-08,Spokane Chiefs,WHL,8,0,1,0,0
14358,5e0a75ddb796e999afd92d93,18614,,Medicine Hat Tigers,WHL,53,1,7,32,5
14359,5e0a75ddb796e999afd92d95,18614,2008-09,Medicine Hat Tigers,WHL,26,0,9,10,6
14360,5e0a75ddb796e999afd92d97,18614,,Prince Albert Raiders,WHL,25,0,5,13,-8
14361,5e0a75ddb796e999afd92d99,18614,2009-10,Prince Albert Raiders,WHL,2,0,0,0,-2
14362,5e0a75ddb796e999afd92d9b,18614,,Dauphin Kings,MJHL,51,5,27,13,
14363,5e0a75dfb796e999afd92d9e,23157,2005-06,CAC Canadians Bantam AAA,AMBHL,33,29,38,12,
14364,5e0a75dfb796e999afd92da0,23157,2006-07,Knights of Columbus Pats Mgt AAA,AMHL,35,3,5,18,
14365,5e0a75dfb796e999afd92da2,23157,2007-08,Edmonton Oil Kings,WHL,6,0,3,0,0
14366,5e0a75dfb796e999afd92da4,23157,,Knights of Columbus Pats Mgt AAA,AMHL,34,18,31,111,
14367,5e0a75dfb796e999afd92da6,23157,2008-09,Edmonton Oil Kings,WHL,58,2,3,38,-6
14368,5e0a75dfb796e999afd92da8,23157,2009-10,Edmonton Oil Kings,WHL,56,8,10,72,-17
14369,5e0a75dfb796e999afd92daa,23157,2010-11,Vancouver Giants,WHL,65,15,13,55,10
14370,5e0a75dfb796e999afd92dac,23157,2011-12,Vancouver Giants,WHL,3,1,1,2,1
14371,5e0a75dfb796e999afd92dae,23157,,Saskatoon Blades,WHL,62,22,33,71,21
14372,5e0a75e2b796e999afd92db2,102456,2010-11,Vancouver NE Chiefs,BCMML,27,2,8,45,
14373,5e0a75e2b796e999afd92db4,102456,,Seattle Thunderbirds,WHL,1,0,0,0,0
14374,5e0a75e2b796e999afd92db6,102456,2011-12,Seattle Thunderbirds,WHL,3,1,0,0,1
14375,5e0a75e2b796e999afd92db8,102456,,Grandview Steelers,PIJHL,30,2,4,56,
14376,5e0a75e2b796e999afd92dba,102456,2012-13,Seattle Thunderbirds,WHL,65,2,5,53,-24
14377,5e0a75e2b796e999afd92dbc,102456,2013-14,Brandon Wheat Kings,WHL,65,0,10,56,2
14378,5e0a75e2b796e999afd92dbe,102456,2014-15,Brandon Wheat Kings,WHL,4,1,1,2,4
14379,5e0a75e2b796e999afd92dc0,102456,,Moose Jaw Warriors,WHL,6,0,1,0,-5
14380,5e0a75e2b796e999afd92dc2,102456,,Nanaimo Clippers,BCHL,7,0,1,2,
14381,5e0a75e2b796e999afd92dc4,102456,,Coquitlam Express,BCHL,18,4,5,15,
14382,5e0a75e2b796e999afd92dc6,102456,2015-16,Coquitlam Express,BCHL,58,6,31,80,0
14383,5e0a75e2b796e999afd92dc8,102456,2016-17,Mount Royal Univ.,USports,12,2,1,4,
14384,5e0a75e2b796e999afd92dca,102456,2017-18,Mount Royal Univ.,USports,19,1,0,10,
14385,5e0a75e2b796e999afd92dcc,102456,2018-19,Mount Royal Univ.,USports,8,0,0,0,
14386,5e0a75e2b796e999afd92dce,102456,2019-20,Mount Royal Univ.,USports,8,1,3,6,
14387,5e0a75e4b796e999afd92dd1,13558,1998-99,Regina Pats,WHL,52,3,6,59,-23
14388,5e0a75e4b796e999afd92dd3,13558,1999-00,Regina Pats,WHL,71,16,18,113,-14
14389,5e0a75e4b796e999afd92dd5,13558,2000-01,Regina Pats,WHL,61,20,14,131,21
14390,5e0a75e4b796e999afd92dd7,13558,2001-02,Regina Pats,WHL,66,48,34,86,37
14391,5e0a75e4b796e999afd92dd9,13558,2002-03,Regina Pats,WHL,32,10,12,78,-7
14392,5e0a75e4b796e999afd92ddb,13558,2003-04,Atlantic City Boardwalk Bullies,ECHL,21,3,1,34,0
14393,5e0a75e4b796e999afd92ddd,13558,,Univ. of Manitoba,USports,6,1,1,32,
14394,5e0a75e4b796e999afd92ddf,13558,2004-05,St. John's Maple Leafs,AHL,51,2,6,31,0
14395,5e0a75e4b796e999afd92de1,13558,2005-06,Columbia Inferno,ECHL,4,2,2,2,
14396,5e0a75e4b796e999afd92de3,13558,2010-11,Wichita Thunder,CHL,2,0,1,0,-1
14397,5e0a75e6b796e999afd92de6,25906,2006-07,Kootenay Ice Midget AAA,BCMML,38,3,6,70,
14398,5e0a75e6b796e999afd92de8,25906,2007-08,Fernie Ghostriders,KIJHL,26,2,8,139,
14399,5e0a75e6b796e999afd92dea,25906,,Penticton Vees,BCHL,5,0,0,5,
14400,5e0a75e6b796e999afd92dec,25906,2008-09,Westside Warriors,BCHL,19,2,4,47,
14401,5e0a75e6b796e999afd92dee,25906,,Kamloops Blazers,WHL,35,0,3,52,-11
14402,5e0a75e6b796e999afd92df0,25906,2009-10,Kamloops Blazers,WHL,23,1,3,63,-6
14403,5e0a75e6b796e999afd92df2,25906,,Vancouver Giants,WHL,44,2,5,135,0
14404,5e0a75e6b796e999afd92df4,25906,2010-11,Vancouver Giants,WHL,25,0,3,105,-9
14405,5e0a75e6b796e999afd92df6,25906,,Moose Jaw Warriors,WHL,31,5,4,87,1
14406,5e0a75e6b796e999afd92df8,25906,2011-12,Moose Jaw Warriors,WHL,41,11,17,95,9
14407,5e0a75e6b796e999afd92dfa,25906,,Kelowna Rockets,WHL,25,2,6,69,1
14408,5e0a75e6b796e999afd92dfc,25906,2012-13,Orlando Solar Bears,ECHL,9,0,0,39,-2
14409,5e0a75e6b796e999afd92dfe,25906,,Bakersfield Condors,ECHL,48,5,5,179,-6
14410,5e0a75e6b796e999afd92e00,25906,2013-14,Bakersfield Condors,ECHL,4,0,0,18,-2
14411,5e0a75e6b796e999afd92e02,25906,,Fort Wayne Komets,ECHL,3,0,0,19,0
14412,5e0a75e6b796e999afd92e04,25906,,Utica Comets,AHL,4,0,0,7,0
14413,5e0a75e6b796e999afd92e06,25906,,Gwinnett Gladiators,ECHL,20,1,12,68,0
14414,5e0a75e6b796e999afd92e08,25906,,Ontario Reign,ECHL,13,0,0,44,0
14415,5e0a75e6b796e999afd92e0a,25906,,Abbotsford Heat,AHL,9,0,0,32,-1
14416,5e0a75e6b796e999afd92e0c,25906,2014-15,Allen Americans,ECHL,47,4,7,256,-14
14417,5e0a75e6b796e999afd92e0e,25906,,Brampton Beast,ECHL,19,2,5,55,-15
14418,5e0a75e6b796e999afd92e10,25906,,Oklahoma City Barons,AHL,1,0,0,0,0
14419,5e0a75e9b796e999afd92e13,57142,2006-07,Sherwood Park Flyers Bantam AAA,AMBHL,30,5,2,52,
14420,5e0a75e9b796e999afd92e15,57142,2008-09,Sherwood Park Squires Minor Mdgt,AMMHL,34,11,17,60,
14421,5e0a75e9b796e999afd92e17,57142,2009-10,Sherwood Park Kings Midget AAA,AMHL,35,16,16,68,
14422,5e0a75e9b796e999afd92e19,57142,,Swift Current Broncos,WHL,5,0,0,0,-2
14423,5e0a75e9b796e999afd92e1b,57142,2010-11,Swift Current Broncos,WHL,44,1,3,33,-12
14424,5e0a75e9b796e999afd92e1d,57142,2011-12,Swift Current Broncos,WHL,63,9,4,100,-19
14425,5e0a75e9b796e999afd92e1f,57142,2012-13,Swift Current Broncos,WHL,31,3,8,68,-4
14426,5e0a75e9b796e999afd92e21,57142,,Lethbridge Hurricanes,WHL,22,5,4,51,-5
14427,5e0a75e9b796e999afd92e23,57142,2013-14,"Lethbridge Hurricanes 
“C”",WHL,42,11,5,78,-15
14428,5e0a75e9b796e999afd92e25,57142,,Gwinnett Gladiators,ECHL,2,0,0,0,-1
14429,5e0a75e9b796e999afd92e27,57142,2014-15,Univ. of Alberta,USports,16,1,1,8,-2
14430,5e0a75e9b796e999afd92e29,57142,2015-16,Univ. of Alberta,USports,16,0,1,10,
14431,5e0a75e9b796e999afd92e2b,57142,2016-17,Univ. of Alberta,USports,9,0,1,4,
14432,5e0a75ebb796e999afd92e2e,12011,2000-01,Quesnel Millionaires,BCHL,52,4,2,19,
14433,5e0a75ebb796e999afd92e30,12011,2001-02,Vancouver Giants,WHL,69,2,14,85,-39
14434,5e0a75ebb796e999afd92e32,12011,2002-03,Vancouver Giants,WHL,68,3,15,143,-7
14435,5e0a75ebb796e999afd92e34,12011,2003-04,Vancouver Giants,WHL,67,3,18,102,9
14436,5e0a75ebb796e999afd92e36,12011,2004-05,Vancouver Giants,WHL,1,0,0,0,0
14437,5e0a75ebb796e999afd92e38,12011,,St. John's Maple Leafs,AHL,21,0,1,30,-2
14438,5e0a75ebb796e999afd92e3a,12011,,Pensacola Ice Pilots,ECHL,23,1,2,29,14
14439,5e0a75ebb796e999afd92e3c,12011,2005-06,Toronto Marlies,AHL,12,0,0,23,-1
14440,5e0a75ebb796e999afd92e3e,12011,2006-07,Toronto Marlies,AHL,1,0,1,5,1
14441,5e0a75ebb796e999afd92e40,12011,,Columbia Inferno,ECHL,48,2,19,97,6
14442,5e0a75ebb796e999afd92e42,12011,2007-08,Columbia Inferno,ECHL,61,3,14,126,-9
14443,5e0a75ebb796e999afd92e44,12011,,Rockford IceHogs,AHL,11,2,2,19,6
14444,5e0a75ebb796e999afd92e46,12011,2008-09,Chicago Wolves,AHL,29,1,5,29,8
14445,5e0a75ebb796e999afd92e48,12011,,Reading Royals,ECHL,8,0,3,16,2
14446,5e0a75ebb796e999afd92e4a,12011,,Alaska Aces,ECHL,0,0,0,0,0
14447,5e0a75ebb796e999afd92e4c,12011,2009-10,Alaska Aces,ECHL,30,6,7,20,2
14448,5e0a75ebb796e999afd92e4e,12011,,Alaska Aces,ECHL,33,1,6,47,0
14449,5e0a75edb796e999afd92e51,197392,2004-05,Prince Albert Raiders,WHL,52,3,1,38,-7
14450,5e0a75edb796e999afd92e53,197392,2005-06,Prince Albert Raiders,WHL,60,1,8,75,-13
14451,5e0a75edb796e999afd92e55,197392,2006-07,Prince Albert Raiders,WHL,25,5,4,38,-1
14452,5e0a75edb796e999afd92e57,197392,,Regina Pats,WHL,13,1,2,33,-2
14453,5e0a75edb796e999afd92e59,197392,2007-08,Regina Pats,WHL,52,4,9,83,-1
14454,5e0a75edb796e999afd92e5b,197392,2014-15,Kindersley Red Lions,SWHL,13,11,7,24,
14455,5e0a75edb796e999afd92e5d,197392,2015-16,Kindersley Red Lions,SWHL,5,0,1,2,
14456,5e0a75edb796e999afd92e5f,197392,2018-19,Watrous Winterhawks,LLHL,2,0,0,0,
14457,5e0a75efb796e999afd92e62,166653,2011-12,Sherwood Park Flyers Bantam AAA,AMBHL,33,6,15,38,
14458,5e0a75efb796e999afd92e64,166653,2012-13,Sherwood Park Flyers Bantam AAA,AMBHL,19,18,22,53,
14459,5e0a75efb796e999afd92e66,166653,,Sherwood Park Squires Minor Mdgt,AMMHL,2,0,0,0,
14460,5e0a75efb796e999afd92e68,166653,,Sherwood Park Squires Minor Mdgt,AMMHL,2,0,0,0,
14461,5e0a75efb796e999afd92e6a,166653,2013-14,Sherwood Park Kings Midget AAA,AMHL,29,17,11,32,
14462,5e0a75efb796e999afd92e6c,166653,,Portland Winterhawks,WHL,5,0,0,0,0
14463,5e0a75efb796e999afd92e6e,166653,2014-15,Portland Winterhawks,WHL,65,4,12,48,0
14464,5e0a75efb796e999afd92e70,166653,2015-16,Portland Winterhawks,WHL,68,8,17,48,3
14465,5e0a75efb796e999afd92e72,166653,2016-17,Portland Winterhawks,WHL,72,42,42,60,29
14466,5e0a75efb796e999afd92e74,166653,2017-18,Portland Winterhawks,WHL,72,47,40,54,38
14467,5e0a75efb796e999afd92e76,166653,,Manitoba Moose,AHL,0,0,0,0,0
14468,5e0a75efb796e999afd92e78,166653,2018-19,Manitoba Moose,AHL,47,8,8,28,6
14469,5e0a75efb796e999afd92e7a,166653,2019-20,Manitoba Moose,AHL,31,6,10,16,-2
14470,5e0a75f1b796e999afd92e7d,130816,1997-98,St. Catharines Falcons,GHL,44,6,11,197,
14471,5e0a75f1b796e999afd92e7f,130816,1998-99,Oshawa Generals,OHL,40,2,3,70,2
14472,5e0a75f1b796e999afd92e81,130816,1999-00,Oshawa Generals,OHL,52,13,18,125,1
14473,5e0a75f1b796e999afd92e83,130816,2000-01,Oshawa Generals,OHL,34,16,14,85,-18
14474,5e0a75f1b796e999afd92e85,130816,,Erie Otters,OHL,30,7,11,71,14
14475,5e0a75f1b796e999afd92e87,130816,2001-02,Erie Otters,OHL,59,24,31,178,28
14476,5e0a75f1b796e999afd92e89,130816,2002-03,Charlotte Checkers,ECHL,58,13,16,202,-8
14477,5e0a75f1b796e999afd92e8b,130816,2003-04,Hartford Wolf Pack,AHL,25,2,1,51,2
14478,5e0a75f1b796e999afd92e8d,130816,,Charlotte Checkers,ECHL,20,7,8,54,7
14479,5e0a75f1b796e999afd92e8f,130816,2004-05,Charlotte Checkers,ECHL,14,2,3,48,-3
14480,5e0a75f1b796e999afd92e91,130816,2005-06,Charlotte Checkers,ECHL,51,14,25,150,1
14481,5e0a75f1b796e999afd92e93,130816,2006-07,Bridgeport Sound Tigers,AHL,0,0,0,0,0
14482,5e0a75f3b796e999afd92e96,37143,2007-08,Kamloops Storm,KIJHL,47,1,4,86,
14483,5e0a75f3b796e999afd92e98,37143,,Merritt Centennials,BCHL,5,0,0,0,
14484,5e0a75f3b796e999afd92e9a,37143,2008-09,Kamloops Storm,KIJHL,29,4,8,182,
14485,5e0a75f3b796e999afd92e9c,37143,,Kamloops Blazers,WHL,21,0,1,50,0
14486,5e0a75f3b796e999afd92e9e,37143,2009-10,Kamloops Blazers,WHL,60,1,5,190,4
14487,5e0a75f3b796e999afd92ea0,37143,2010-11,Kamloops Blazers,WHL,27,1,1,47,-3
14488,5e0a75f3b796e999afd92ea2,37143,2011-12,Kamloops Blazers,WHL,20,0,6,88,9
14489,5e0a75f3b796e999afd92ea4,37143,,Everett Silvertips,WHL,43,1,6,71,-9
14490,5e0a75f3b796e999afd92ea6,37143,2012-13,Houston Aeros,AHL,11,0,0,7,-1
14491,5e0a75f3b796e999afd92ea8,37143,,Orlando Solar Bears,ECHL,25,1,1,41,-4
14492,5e0a75f3b796e999afd92eaa,37143,2013-14,Iowa Wild,AHL,13,0,0,14,0
14493,5e0a75f3b796e999afd92eac,37143,,Orlando Solar Bears,ECHL,3,0,0,5,-1
14494,5e0a75f6b796e999afd92eaf,215285,1999-00,Soo Thunder Bantam AAA,NOBHL,-,-,-,-,
14495,5e0a75f6b796e999afd92eb1,215285,2000-01,Soo Thunderbirds,NOJHL,38,1,6,54,
14496,5e0a75f6b796e999afd92eb3,215285,2001-02,Sarnia Sting,OHL,30,0,6,44,8
14497,5e0a75f6b796e999afd92eb5,215285,2002-03,Sarnia Sting,OHL,34,0,2,35,6
14498,5e0a75f6b796e999afd92eb7,215285,2003-04,Sarnia Sting,OHL,54,4,7,12,8
14499,5e0a75f6b796e999afd92eb9,215285,2004-05,London Knights,OHL,51,0,9,41,32
14500,5e0a75f6b796e999afd92ebb,215285,2005-06,Fort William North Stars,SIJHL,17,8,11,98,
14501,5e0a75f8b796e999afd92ebe,12460,2002-03,Oakville Rangers Bantam AAA,SCTAB,-,-,-,-,
14502,5e0a75f8b796e999afd92ec0,12460,2003-04,Toronto Red Wings Min Midget AAA,GTMMHL,33,19,14,63,
14503,5e0a75f8b796e999afd92ec2,12460,2004-05,Milton Icehawks,OPJHL,26,7,12,18,
14504,5e0a75f8b796e999afd92ec4,12460,,Mississauga IceDogs,OHL,49,3,5,37,1
14505,5e0a75f8b796e999afd92ec6,12460,2005-06,Mississauga IceDogs,OHL,59,7,9,101,-5
14506,5e0a75f8b796e999afd92ec8,12460,2006-07,Mississauga IceDogs,OHL,64,43,32,115,31
14507,5e0a75f8b796e999afd92eca,12460,2007-08,Niagara IceDogs,OHL,30,24,13,80,12
14508,5e0a75f8b796e999afd92ecc,12460,,Syracuse Crunch,AHL,0,0,0,0,0
14509,5e0a75f8b796e999afd92ece,12460,2008-09,Syracuse Crunch,AHL,26,1,0,4,-1
14510,5e0a75f8b796e999afd92ed0,12460,2009-10,Syracuse Crunch,AHL,6,2,1,0,0
14511,5e0a75f8b796e999afd92ed2,12460,,Adirondack Phantoms,AHL,71,24,10,48,-19
14512,5e0a75f8b796e999afd92ed4,12460,2010-11,Adirondack Phantoms,AHL,41,5,12,24,-16
14513,5e0a75f8b796e999afd92ed6,12460,,Greenville Road Warriors,ECHL,2,0,0,2,0
14514,5e0a75f8b796e999afd92ed8,12460,2011-12,Manchester Monarchs,AHL,63,14,11,44,-10
14515,5e0a75f8b796e999afd92eda,12460,2012-13,Manchester Monarchs,AHL,51,5,12,32,-8
