,_id,ep_id,playoffs_gp,playoffs_g,playoffs_a,playoffs_pim,playoffs_pm
295,5e0a6b8cb796e999afd8b5ef,26383,,,,,
296,5e0a6b8cb796e999afd8b5f1,26383,,,,,
297,5e0a6b8cb796e999afd8b5f3,26383,,,,,
298,5e0a6b8cb796e999afd8b5f5,26383,,,,,
299,5e0a6b8cb796e999afd8b5f7,26383,6,2,1,12,2
300,5e0a6b8cb796e999afd8b5f9,26383,5,1,1,0,-2
301,5e0a6b8cb796e999afd8b5fb,26383,4,4,1,0,-4
302,5e0a6b8cb796e999afd8b5fd,26383,6,3,4,6,2
303,5e0a6b8cb796e999afd8b5ff,26383,4,5,3,2,7
304,5e0a6b8cb796e999afd8b601,26383,4,3,1,0,3
305,5e0a6b8cb796e999afd8b603,26383,,,,,
306,5e0a6b8cb796e999afd8b605,26383,6,3,1,4,
307,5e0a6b8cb796e999afd8b607,26383,4,1,2,10,
308,5e0a6b8fb796e999afd8b60a,37131,,,,,
309,5e0a6b8fb796e999afd8b60c,37131,,,,,
310,5e0a6b8fb796e999afd8b60e,37131,4,0,0,8,
311,5e0a6b8fb796e999afd8b610,37131,13,0,2,8,
312,5e0a6b8fb796e999afd8b612,37131,,,,,
313,5e0a6b8fb796e999afd8b614,37131,,,,,
314,5e0a6b8fb796e999afd8b616,37131,,,,,
315,5e0a6b8fb796e999afd8b618,37131,1,0,0,2,0
316,5e0a6b8fb796e999afd8b61a,37131,,,,,
317,5e0a6b8fb796e999afd8b61c,37131,14,1,1,2,
318,5e0a6b8fb796e999afd8b61e,37131,9,1,5,4,
319,5e0a6b8fb796e999afd8b620,37131,5,0,0,4,
320,5e0a6b8fb796e999afd8b622,37131,5,0,3,2,
321,5e0a6b8fb796e999afd8b624,37131,4,0,3,2,
322,5e0a6b8fb796e999afd8b626,37131,8,1,4,6,
323,5e0a6b91b796e999afd8b629,11034,,,,,
324,5e0a6b91b796e999afd8b62b,11034,,,,,
325,5e0a6b91b796e999afd8b62d,11034,3,0,0,0,0
326,5e0a6b91b796e999afd8b62f,11034,5,0,1,16,-1
327,5e0a6b91b796e999afd8b631,11034,,,,,
328,5e0a6b91b796e999afd8b633,11034,,,,,
329,5e0a6b91b796e999afd8b635,11034,19,2,7,56,-6
330,5e0a6b91b796e999afd8b637,11034,,,,,
331,5e0a6b91b796e999afd8b639,11034,12,0,0,23,
332,5e0a6b91b796e999afd8b63b,11034,21,0,1,43,-1
333,5e0a6b91b796e999afd8b63d,11034,,,,,
334,5e0a6b91b796e999afd8b63f,11034,,,,,
335,5e0a6b91b796e999afd8b641,11034,11,0,2,8,-3
336,5e0a6b93b796e999afd8b644,9028,,,,,
337,5e0a6b93b796e999afd8b646,9028,10,0,0,13,-1
338,5e0a6b93b796e999afd8b648,9028,7,0,1,22,-1
339,5e0a6b93b796e999afd8b64a,9028,,,,,
340,5e0a6b93b796e999afd8b64c,9028,22,3,3,49,-2
341,5e0a6b93b796e999afd8b64e,9028,,,,,
342,5e0a6b93b796e999afd8b650,9028,9,0,0,26,0
343,5e0a6b93b796e999afd8b652,9028,,,,,
344,5e0a6b93b796e999afd8b654,9028,,,,,
345,5e0a6b93b796e999afd8b656,9028,,,,,
346,5e0a6b93b796e999afd8b658,9028,,,,,
347,5e0a6b93b796e999afd8b65a,9028,,,,,
348,5e0a6b93b796e999afd8b65c,9028,1,0,0,0,0
349,5e0a6b93b796e999afd8b65e,9028,,,,,
350,5e0a6b93b796e999afd8b660,9028,,,,,
351,5e0a6b93b796e999afd8b662,9028,,,,,
352,5e0a6b93b796e999afd8b664,9028,,,,,
353,5e0a6b93b796e999afd8b666,9028,,,,,
354,5e0a6b93b796e999afd8b668,9028,,,,,
355,5e0a6b93b796e999afd8b66a,9028,,,,,
356,5e0a6b93b796e999afd8b66c,9028,,,,,
357,5e0a6b95b796e999afd8b66f,9346,,,,,
358,5e0a6b95b796e999afd8b671,9346,,,,,
359,5e0a6b95b796e999afd8b673,9346,12,2,2,12,0
360,5e0a6b95b796e999afd8b675,9346,4,0,1,8,-1
361,5e0a6b95b796e999afd8b677,9346,6,0,2,0,-1
362,5e0a6b95b796e999afd8b679,9346,4,2,2,8,-2
363,5e0a6b95b796e999afd8b67b,9346,,,,,
364,5e0a6b95b796e999afd8b67d,9346,,,,,
365,5e0a6b97b796e999afd8b682,9470,,,,,
366,5e0a6b97b796e999afd8b684,9470,,,,,
367,5e0a6b97b796e999afd8b686,9470,,,,,
368,5e0a6b97b796e999afd8b688,9470,,,,,
369,5e0a6b97b796e999afd8b68a,9470,5,2,1,2,-1
370,5e0a6b97b796e999afd8b68c,9470,,,,,
371,5e0a6b97b796e999afd8b68e,9470,11,3,5,15,-4
372,5e0a6b97b796e999afd8b690,9470,5,1,1,6,-3
373,5e0a6b97b796e999afd8b692,9470,,,,,
374,5e0a6b97b796e999afd8b694,9470,8,1,0,4,-1
375,5e0a6b97b796e999afd8b696,9470,,,,,
376,5e0a6b97b796e999afd8b698,9470,,,,,
377,5e0a6b97b796e999afd8b69a,9470,3,0,0,2,0
378,5e0a6b97b796e999afd8b69c,9470,6,1,0,16,0
379,5e0a6b97b796e999afd8b69e,9470,,,,,
380,5e0a6b97b796e999afd8b6a0,9470,19,1,6,20,6
381,5e0a6b97b796e999afd8b6a2,9470,,,,,
382,5e0a6b97b796e999afd8b6a4,9470,,,,,
383,5e0a6b97b796e999afd8b6a6,9470,,,,,
384,5e0a6b97b796e999afd8b6a8,9470,7,0,3,8,-4
385,5e0a6b99b796e999afd8b6af,215609,,,,,
386,5e0a6b99b796e999afd8b6b1,215609,3,1,0,2,2
387,5e0a6b99b796e999afd8b6b3,215609,,,,,
388,5e0a6b99b796e999afd8b6b5,215609,,,,,
389,5e0a6b99b796e999afd8b6b7,215609,6,1,0,13,-1
390,5e0a6b99b796e999afd8b6b9,215609,7,1,0,6,-4
391,5e0a6b99b796e999afd8b6bb,215609,,,,,
392,5e0a6b9bb796e999afd8b6be,10157,,,,,
393,5e0a6b9bb796e999afd8b6c0,10157,,,,,
394,5e0a6b9bb796e999afd8b6c2,10157,14,5,5,16,7
395,5e0a6b9bb796e999afd8b6c4,10157,19,10,6,16,7
396,5e0a6b9bb796e999afd8b6c6,10157,5,3,0,2,-1
397,5e0a6b9bb796e999afd8b6c8,10157,20,6,1,14,-4
398,5e0a6b9bb796e999afd8b6ca,10157,24,4,5,8,-5
399,5e0a6b9bb796e999afd8b6cc,10157,11,3,2,6,-4
400,5e0a6b9bb796e999afd8b6ce,10157,7,1,2,2,-2
401,5e0a6b9bb796e999afd8b6d0,10157,6,6,3,2,2
402,5e0a6b9bb796e999afd8b6d2,10157,,,,,
403,5e0a6b9cb796e999afd8b6d4,10157,,,,,
404,5e0a6b9cb796e999afd8b6d6,10157,,,,,
405,5e0a6b9cb796e999afd8b6d8,10157,,,,,
406,5e0a6b9cb796e999afd8b6da,10157,,,,,
407,5e0a6b9cb796e999afd8b6dc,10157,,,,,
408,5e0a6b9cb796e999afd8b6de,10157,15,4,6,8,7
409,5e0a6b9cb796e999afd8b6e0,10157,,,,,
410,5e0a6b9db796e999afd8b6e6,23970,9,9,8,18,
411,5e0a6b9db796e999afd8b6e8,23970,,,,,
412,5e0a6b9db796e999afd8b6ea,23970,14,1,0,45,
413,5e0a6b9eb796e999afd8b6ec,23970,9,2,2,23,
414,5e0a6b9eb796e999afd8b6ee,23970,,,,,
415,5e0a6b9eb796e999afd8b6f0,23970,17,5,3,21,5
416,5e0a6b9eb796e999afd8b6f2,23970,12,3,3,20,5
417,5e0a6b9eb796e999afd8b6f4,23970,,,,,
418,5e0a6b9eb796e999afd8b6f6,23970,,,,,
419,5e0a6b9eb796e999afd8b6f8,23970,3,0,0,2,0
420,5e0a6b9eb796e999afd8b6fa,23970,,,,,
421,5e0a6b9eb796e999afd8b6fc,23970,,,,,
422,5e0a6b9eb796e999afd8b6fe,23970,,,,,
423,5e0a6b9eb796e999afd8b700,23970,,,,,
424,5e0a6b9eb796e999afd8b702,23970,1,0,0,0,
425,5e0a6b9eb796e999afd8b704,23970,9,11,7,27,
426,5e0a6b9eb796e999afd8b706,23970,,,,,
427,5e0a6ba0b796e999afd8b709,193105,3,0,0,6,
428,5e0a6ba0b796e999afd8b70b,193105,11,0,2,6,
429,5e0a6ba0b796e999afd8b70d,193105,14,2,3,44,
430,5e0a6ba0b796e999afd8b70f,193105,4,0,0,2,-4
431,5e0a6ba0b796e999afd8b711,193105,12,3,12,30,
432,5e0a6ba0b796e999afd8b713,193105,2,0,0,0,-1
433,5e0a6ba0b796e999afd8b715,193105,3,0,0,4,-3
434,5e0a6ba0b796e999afd8b717,193105,8,0,0,8,3
435,5e0a6ba0b796e999afd8b719,193105,3,0,0,6,0
436,5e0a6ba2b796e999afd8b71c,8610,4,0,1,8,-4
437,5e0a6ba2b796e999afd8b71e,8610,,,,,
438,5e0a6ba2b796e999afd8b720,8610,11,1,3,20,3
439,5e0a6ba2b796e999afd8b722,8610,15,1,6,36,15
440,5e0a6ba2b796e999afd8b724,8610,,,,,
441,5e0a6ba2b796e999afd8b726,8610,14,0,2,28,5
442,5e0a6ba2b796e999afd8b728,8610,,,,,
443,5e0a6ba2b796e999afd8b72a,8610,,,,,
444,5e0a6ba2b796e999afd8b72c,8610,1,0,0,0,-1
445,5e0a6ba2b796e999afd8b72e,8610,,,,,
446,5e0a6ba2b796e999afd8b730,8610,,,,,
447,5e0a6ba2b796e999afd8b732,8610,,,,,
448,5e0a6ba2b796e999afd8b734,8610,15,2,0,8,-1
449,5e0a6ba5b796e999afd8b742,37175,,,,,
450,5e0a6ba5b796e999afd8b744,37175,10,0,1,2,-2
451,5e0a6ba5b796e999afd8b746,37175,,,,,
452,5e0a6ba5b796e999afd8b748,37175,,,,,
453,5e0a6ba5b796e999afd8b74a,37175,,,,,
454,5e0a6ba5b796e999afd8b74c,37175,16,3,12,18,
